"step","run-multi-task-debiasing-1-logit - _step","run-multi-task-debiasing-1-logit - _step__MIN","run-multi-task-debiasing-1-logit - _step__MAX","run-multi-task-debiasing-1-logit - Click loss","run-multi-task-debiasing-1-logit - Click loss__MIN","run-multi-task-debiasing-1-logit - Click loss__MAX"
"79393","396961","396961","396961","0.30167895555496216","0.30167895555496216","0.30167895555496216"
"79402","397006","397006","397006","0.21330195665359497","0.21330195665359497","0.21330195665359497"
"79422","397106","397106","397106","0.37270402908325195","0.37270402908325195","0.37270402908325195"
"79433","397161","397161","397161","0.14518235623836517","0.14518235623836517","0.14518235623836517"
"79439","397191","397191","397191","0.1510896384716034","0.1510896384716034","0.1510896384716034"
"79450","397246","397246","397246","0.18006953597068787","0.18006953597068787","0.18006953597068787"
"79461","397301","397301","397301","0.21618936955928802","0.21618936955928802","0.21618936955928802"
"79466","397326","397326","397326","0.13160133361816406","0.13160133361816406","0.13160133361816406"
"79469","397341","397341","397341","0.24151451885700226","0.24151451885700226","0.24151451885700226"
"79478","397386","397386","397386","0.3934808373451233","0.3934808373451233","0.3934808373451233"
"79480","397396","397396","397396","0.25333550572395325","0.25333550572395325","0.25333550572395325"
"79486","397426","397426","397426","0.29689347743988037","0.29689347743988037","0.29689347743988037"
"79493","397461","397461","397461","0.31207001209259033","0.31207001209259033","0.31207001209259033"
"79522","397606","397606","397606","0.29917389154434204","0.29917389154434204","0.29917389154434204"
"79527","397631","397631","397631","0.4998583197593689","0.4998583197593689","0.4998583197593689"
"79538","397686","397686","397686","0.16028687357902527","0.16028687357902527","0.16028687357902527"
"79545","397721","397721","397721","0.26774898171424866","0.26774898171424866","0.26774898171424866"
"79550","397746","397746","397746","0.4023532569408417","0.4023532569408417","0.4023532569408417"
"79561","397801","397801","397801","0.26176217198371887","0.26176217198371887","0.26176217198371887"
"79570","397846","397846","397846","0.34053608775138855","0.34053608775138855","0.34053608775138855"
"79577","397881","397881","397881","0.10616947710514069","0.10616947710514069","0.10616947710514069"
"79586","397926","397926","397926","0.18532514572143555","0.18532514572143555","0.18532514572143555"
"79592","397956","397956","397956","0.19975566864013672","0.19975566864013672","0.19975566864013672"
"79594","397966","397966","397966","0.26133984327316284","0.26133984327316284","0.26133984327316284"
"79595","397971","397971","397971","0.16356652975082397","0.16356652975082397","0.16356652975082397"
"79596","397976","397976","397976","0.1997578740119934","0.1997578740119934","0.1997578740119934"
"79609","398041","398041","398041","0.10613566637039185","0.10613566637039185","0.10613566637039185"
"79631","398151","398151","398151","0.40007659792900085","0.40007659792900085","0.40007659792900085"
"79676","398376","398376","398376","0.24379600584506989","0.24379600584506989","0.24379600584506989"
"79690","398446","398446","398446","0.13771246373653412","0.13771246373653412","0.13771246373653412"
"79696","398476","398476","398476","0.16975736618041992","0.16975736618041992","0.16975736618041992"
"79723","398611","398611","398611","0.3282361626625061","0.3282361626625061","0.3282361626625061"
"79730","398646","398646","398646","0.21651774644851685","0.21651774644851685","0.21651774644851685"
"79754","398766","398766","398766","0.20670774579048157","0.20670774579048157","0.20670774579048157"
"79758","398786","398786","398786","0.45644301176071167","0.45644301176071167","0.45644301176071167"
"79767","398831","398831","398831","0.23888231813907623","0.23888231813907623","0.23888231813907623"
"79772","398856","398856","398856","0.14663751423358917","0.14663751423358917","0.14663751423358917"
"79779","398891","398891","398891","0.20737513899803162","0.20737513899803162","0.20737513899803162"
"79780","398896","398896","398896","0.27584314346313477","0.27584314346313477","0.27584314346313477"
"79785","398921","398921","398921","0.17130282521247864","0.17130282521247864","0.17130282521247864"
"79795","398971","398971","398971","0.37960126996040344","0.37960126996040344","0.37960126996040344"
"79822","399106","399106","399106","0.13605962693691254","0.13605962693691254","0.13605962693691254"
"79833","399161","399161","399161","0.2707051932811737","0.2707051932811737","0.2707051932811737"
"79838","399186","399186","399186","0.2771149277687073","0.2771149277687073","0.2771149277687073"
"79844","399216","399216","399216","0.1730259358882904","0.1730259358882904","0.1730259358882904"
"79846","399226","399226","399226","0.2752964198589325","0.2752964198589325","0.2752964198589325"
"79875","399371","399371","399371","0.2604570984840393","0.2604570984840393","0.2604570984840393"
"79887","399431","399431","399431","0.16727066040039062","0.16727066040039062","0.16727066040039062"
"79894","399466","399466","399466","0.14674118161201477","0.14674118161201477","0.14674118161201477"
"79904","399516","399516","399516","0.21269725263118744","0.21269725263118744","0.21269725263118744"
"79906","399526","399526","399526","0.26626160740852356","0.26626160740852356","0.26626160740852356"
"79915","399571","399571","399571","0.32291319966316223","0.32291319966316223","0.32291319966316223"
"79917","399581","399581","399581","0.36809590458869934","0.36809590458869934","0.36809590458869934"
"79918","399586","399586","399586","0.23716123402118683","0.23716123402118683","0.23716123402118683"
"79943","399711","399711","399711","0.29561519622802734","0.29561519622802734","0.29561519622802734"
"79957","399781","399781","399781","0.1467621922492981","0.1467621922492981","0.1467621922492981"
"79974","399866","399866","399866","0.23097743093967438","0.23097743093967438","0.23097743093967438"
"79998","399986","399986","399986","0.251270592212677","0.251270592212677","0.251270592212677"
"80003","400011","400011","400011","0.1634584665298462","0.1634584665298462","0.1634584665298462"
"80029","400141","400141","400141","0.1707155704498291","0.1707155704498291","0.1707155704498291"
"80034","400166","400166","400166","0.14574649930000305","0.14574649930000305","0.14574649930000305"
"80035","400171","400171","400171","0.11713787168264389","0.11713787168264389","0.11713787168264389"
"80040","400196","400196","400196","0.39444947242736816","0.39444947242736816","0.39444947242736816"
"80062","400306","400306","400306","0.2406546026468277","0.2406546026468277","0.2406546026468277"
"80065","400321","400321","400321","0.32842928171157837","0.32842928171157837","0.32842928171157837"
"80068","400336","400336","400336","0.2256505787372589","0.2256505787372589","0.2256505787372589"
"80071","400351","400351","400351","0.35487741231918335","0.35487741231918335","0.35487741231918335"
"80093","400461","400461","400461","0.13332265615463257","0.13332265615463257","0.13332265615463257"
"80120","400596","400596","400596","0.19735240936279297","0.19735240936279297","0.19735240936279297"
"80161","400801","400801","400801","0.3191465139389038","0.3191465139389038","0.3191465139389038"
"80173","400861","400861","400861","0.20540645718574524","0.20540645718574524","0.20540645718574524"
"80180","400896","400896","400896","0.25755739212036133","0.25755739212036133","0.25755739212036133"
"80189","400941","400941","400941","0.24745884537696838","0.24745884537696838","0.24745884537696838"
"80192","400956","400956","400956","0.15610399842262268","0.15610399842262268","0.15610399842262268"
"80200","400996","400996","400996","0.42782410979270935","0.42782410979270935","0.42782410979270935"
"80206","401026","401026","401026","0.15562351047992706","0.15562351047992706","0.15562351047992706"
"80227","401131","401131","401131","0.1436527669429779","0.1436527669429779","0.1436527669429779"
"80237","401181","401181","401181","0.16666753590106964","0.16666753590106964","0.16666753590106964"
"80248","401236","401236","401236","0.15270474553108215","0.15270474553108215","0.15270474553108215"
"80254","401266","401266","401266","0.1538192331790924","0.1538192331790924","0.1538192331790924"
"80256","401276","401276","401276","0.3035031855106354","0.3035031855106354","0.3035031855106354"
"80277","401381","401381","401381","0.1811465173959732","0.1811465173959732","0.1811465173959732"
"80279","401391","401391","401391","0.3010084927082062","0.3010084927082062","0.3010084927082062"
"80289","401441","401441","401441","0.42534419894218445","0.42534419894218445","0.42534419894218445"
"80311","401551","401551","401551","0.16287647187709808","0.16287647187709808","0.16287647187709808"
"80323","401611","401611","401611","0.5110318064689636","0.5110318064689636","0.5110318064689636"
"80324","401616","401616","401616","0.3396328091621399","0.3396328091621399","0.3396328091621399"
"80357","401781","401781","401781","0.18637895584106445","0.18637895584106445","0.18637895584106445"
"80376","401876","401876","401876","0.21709361672401428","0.21709361672401428","0.21709361672401428"
"80380","401896","401896","401896","0.24618078768253326","0.24618078768253326","0.24618078768253326"
"80385","401921","401921","401921","0.22306755185127258","0.22306755185127258","0.22306755185127258"
"80393","401961","401961","401961","0.20564743876457214","0.20564743876457214","0.20564743876457214"
"80407","402031","402031","402031","0.28227925300598145","0.28227925300598145","0.28227925300598145"
"80414","402066","402066","402066","0.25199219584465027","0.25199219584465027","0.25199219584465027"
"80437","402181","402181","402181","0.1561906635761261","0.1561906635761261","0.1561906635761261"
"80442","402206","402206","402206","0.3326946496963501","0.3326946496963501","0.3326946496963501"
"80455","402271","402271","402271","0.18692004680633545","0.18692004680633545","0.18692004680633545"
"80460","402296","402296","402296","0.24304290115833282","0.24304290115833282","0.24304290115833282"
"80474","402366","402366","402366","0.1331407129764557","0.1331407129764557","0.1331407129764557"
"80482","402406","402406","402406","0.2936154305934906","0.2936154305934906","0.2936154305934906"
"80497","402481","402481","402481","0.2749605178833008","0.2749605178833008","0.2749605178833008"
"80508","402536","402536","402536","0.2059563249349594","0.2059563249349594","0.2059563249349594"
"80510","402546","402546","402546","0.11269189417362213","0.11269189417362213","0.11269189417362213"
"80514","402566","402566","402566","0.25173449516296387","0.25173449516296387","0.25173449516296387"
"80523","402611","402611","402611","0.1250365674495697","0.1250365674495697","0.1250365674495697"
"80538","402686","402686","402686","0.21347500383853912","0.21347500383853912","0.21347500383853912"
"80540","402696","402696","402696","0.3562563955783844","0.3562563955783844","0.3562563955783844"
"80542","402706","402706","402706","0.1926908940076828","0.1926908940076828","0.1926908940076828"
"80548","402736","402736","402736","0.16958865523338318","0.16958865523338318","0.16958865523338318"
"80565","402821","402821","402821","0.21299605071544647","0.21299605071544647","0.21299605071544647"
"80578","402886","402886","402886","0.1705644428730011","0.1705644428730011","0.1705644428730011"
"80602","403006","403006","403006","0.22101104259490967","0.22101104259490967","0.22101104259490967"
"80615","403071","403071","403071","0.1728522777557373","0.1728522777557373","0.1728522777557373"
"80622","403106","403106","403106","0.13189780712127686","0.13189780712127686","0.13189780712127686"
"80624","403116","403116","403116","0.17059054970741272","0.17059054970741272","0.17059054970741272"
"80659","403291","403291","403291","0.1762276589870453","0.1762276589870453","0.1762276589870453"
"80661","403301","403301","403301","0.2635728716850281","0.2635728716850281","0.2635728716850281"
"80682","403406","403406","403406","0.31102851033210754","0.31102851033210754","0.31102851033210754"
"80684","403416","403416","403416","0.08377294987440109","0.08377294987440109","0.08377294987440109"
"80686","403426","403426","403426","0.2995608150959015","0.2995608150959015","0.2995608150959015"
"80718","403586","403586","403586","0.27698007225990295","0.27698007225990295","0.27698007225990295"
"80720","403596","403596","403596","0.11754223704338074","0.11754223704338074","0.11754223704338074"
"80724","403616","403616","403616","0.26020875573158264","0.26020875573158264","0.26020875573158264"
"80730","403646","403646","403646","0.37048476934432983","0.37048476934432983","0.37048476934432983"
"80735","403671","403671","403671","0.20662814378738403","0.20662814378738403","0.20662814378738403"
"80746","403726","403726","403726","0.15444406867027283","0.15444406867027283","0.15444406867027283"
"80773","403861","403861","403861","0.19416877627372742","0.19416877627372742","0.19416877627372742"
"80775","403871","403871","403871","0.16884472966194153","0.16884472966194153","0.16884472966194153"
"80780","403896","403896","403896","0.23754775524139404","0.23754775524139404","0.23754775524139404"
"80798","403986","403986","403986","0.2318616807460785","0.2318616807460785","0.2318616807460785"
"80820","404096","404096","404096","0.24844244122505188","0.24844244122505188","0.24844244122505188"
"80832","404156","404156","404156","0.11809549480676651","0.11809549480676651","0.11809549480676651"
"80833","404161","404161","404161","0.3035306930541992","0.3035306930541992","0.3035306930541992"
"80848","404236","404236","404236","0.12042922526597977","0.12042922526597977","0.12042922526597977"
"80850","404246","404246","404246","0.45993027091026306","0.45993027091026306","0.45993027091026306"
"80852","404256","404256","404256","0.17937403917312622","0.17937403917312622","0.17937403917312622"
"80870","404346","404346","404346","0.30248159170150757","0.30248159170150757","0.30248159170150757"
"80891","404451","404451","404451","0.22153088450431824","0.22153088450431824","0.22153088450431824"
"80898","404486","404486","404486","0.12727734446525574","0.12727734446525574","0.12727734446525574"
"80906","404526","404526","404526","0.2585061192512512","0.2585061192512512","0.2585061192512512"
"80907","404531","404531","404531","0.18509039282798767","0.18509039282798767","0.18509039282798767"
"80913","404561","404561","404561","0.08815500140190125","0.08815500140190125","0.08815500140190125"
"80921","404601","404601","404601","0.18252591788768768","0.18252591788768768","0.18252591788768768"
"80943","404711","404711","404711","0.21380436420440674","0.21380436420440674","0.21380436420440674"
"80951","404751","404751","404751","0.4151160717010498","0.4151160717010498","0.4151160717010498"
"80961","404801","404801","404801","0.25598371028900146","0.25598371028900146","0.25598371028900146"
"80971","404851","404851","404851","0.30340784788131714","0.30340784788131714","0.30340784788131714"
"80977","404881","404881","404881","0.3108934164047241","0.3108934164047241","0.3108934164047241"
"80981","404901","404901","404901","0.3583528995513916","0.3583528995513916","0.3583528995513916"
"80983","404911","404911","404911","0.5027151107788086","0.5027151107788086","0.5027151107788086"
"80989","404941","404941","404941","0.14214856922626495","0.14214856922626495","0.14214856922626495"
"81017","405081","405081","405081","0.16331684589385986","0.16331684589385986","0.16331684589385986"
"81029","405141","405141","405141","0.2764512002468109","0.2764512002468109","0.2764512002468109"
"81035","405171","405171","405171","0.1401497721672058","0.1401497721672058","0.1401497721672058"
"81055","405271","405271","405271","0.11765120923519135","0.11765120923519135","0.11765120923519135"
"81059","405291","405291","405291","0.16394786536693573","0.16394786536693573","0.16394786536693573"
"81065","405321","405321","405321","0.2420588731765747","0.2420588731765747","0.2420588731765747"
"81067","405331","405331","405331","0.17613095045089722","0.17613095045089722","0.17613095045089722"
"81068","405336","405336","405336","0.15841253101825714","0.15841253101825714","0.15841253101825714"
"81078","405386","405386","405386","0.20097187161445618","0.20097187161445618","0.20097187161445618"
"81092","405456","405456","405456","0.43249571323394775","0.43249571323394775","0.43249571323394775"
"81103","405511","405511","405511","0.3382475972175598","0.3382475972175598","0.3382475972175598"
"81115","405571","405571","405571","0.23526570200920105","0.23526570200920105","0.23526570200920105"
"81117","405581","405581","405581","0.0810696929693222","0.0810696929693222","0.0810696929693222"
"81151","405751","405751","405751","0.10292361676692963","0.10292361676692963","0.10292361676692963"
"81189","405941","405941","405941","0.43629980087280273","0.43629980087280273","0.43629980087280273"
"81207","406031","406031","406031","0.2014051377773285","0.2014051377773285","0.2014051377773285"
"81208","406036","406036","406036","0.2489202320575714","0.2489202320575714","0.2489202320575714"
"81237","406181","406181","406181","0.3955705165863037","0.3955705165863037","0.3955705165863037"
"81251","406251","406251","406251","0.22464579343795776","0.22464579343795776","0.22464579343795776"
"81259","406291","406291","406291","0.49012744426727295","0.49012744426727295","0.49012744426727295"
"81266","406326","406326","406326","0.1708703637123108","0.1708703637123108","0.1708703637123108"
"81274","406366","406366","406366","0.2829197943210602","0.2829197943210602","0.2829197943210602"
"81275","406371","406371","406371","0.3200174868106842","0.3200174868106842","0.3200174868106842"
"81288","406436","406436","406436","0.33994489908218384","0.33994489908218384","0.33994489908218384"
"81298","406486","406486","406486","0.4878360629081726","0.4878360629081726","0.4878360629081726"
"81312","406556","406556","406556","0.26720061898231506","0.26720061898231506","0.26720061898231506"
"81314","406566","406566","406566","0.23737573623657227","0.23737573623657227","0.23737573623657227"
"81316","406576","406576","406576","0.1920013725757599","0.1920013725757599","0.1920013725757599"
"81336","406676","406676","406676","0.19632744789123535","0.19632744789123535","0.19632744789123535"
"81339","406691","406691","406691","0.3579632341861725","0.3579632341861725","0.3579632341861725"
"81369","406841","406841","406841","0.2814544141292572","0.2814544141292572","0.2814544141292572"
"81378","406886","406886","406886","0.4894358515739441","0.4894358515739441","0.4894358515739441"
"81392","406956","406956","406956","0.22879467904567719","0.22879467904567719","0.22879467904567719"
"81403","407011","407011","407011","0.3282758891582489","0.3282758891582489","0.3282758891582489"
"81411","407051","407051","407051","0.1032143086194992","0.1032143086194992","0.1032143086194992"
"81424","407116","407116","407116","0.31037846207618713","0.31037846207618713","0.31037846207618713"
"81428","407136","407136","407136","0.13893115520477295","0.13893115520477295","0.13893115520477295"
"81470","407346","407346","407346","0.10141618549823761","0.10141618549823761","0.10141618549823761"
"81473","407361","407361","407361","0.19412079453468323","0.19412079453468323","0.19412079453468323"
"81475","407371","407371","407371","0.20781297981739044","0.20781297981739044","0.20781297981739044"
"81484","407416","407416","407416","0.26664847135543823","0.26664847135543823","0.26664847135543823"
"81505","407521","407521","407521","0.42893117666244507","0.42893117666244507","0.42893117666244507"
"81510","407546","407546","407546","0.21929019689559937","0.21929019689559937","0.21929019689559937"
"81512","407556","407556","407556","0.32671481370925903","0.32671481370925903","0.32671481370925903"
"81517","407581","407581","407581","0.22363844513893127","0.22363844513893127","0.22363844513893127"
"81543","407711","407711","407711","0.3233831226825714","0.3233831226825714","0.3233831226825714"
"81553","407761","407761","407761","0.147914856672287","0.147914856672287","0.147914856672287"
"81562","407806","407806","407806","0.26089009642601013","0.26089009642601013","0.26089009642601013"
"81566","407826","407826","407826","0.062063250690698624","0.062063250690698624","0.062063250690698624"
"81570","407846","407846","407846","0.16937261819839478","0.16937261819839478","0.16937261819839478"
"81580","407896","407896","407896","0.14818623661994934","0.14818623661994934","0.14818623661994934"
"81583","407911","407911","407911","0.3640352487564087","0.3640352487564087","0.3640352487564087"
"81586","407926","407926","407926","0.2920757532119751","0.2920757532119751","0.2920757532119751"
"81592","407956","407956","407956","0.1687241494655609","0.1687241494655609","0.1687241494655609"
"81677","408381","408381","408381","0.3828810155391693","0.3828810155391693","0.3828810155391693"
"81698","408486","408486","408486","0.11278996616601944","0.11278996616601944","0.11278996616601944"
"81706","408526","408526","408526","0.235587939620018","0.235587939620018","0.235587939620018"
"81721","408601","408601","408601","0.2293466478586197","0.2293466478586197","0.2293466478586197"
"81725","408621","408621","408621","0.2510560154914856","0.2510560154914856","0.2510560154914856"
"81736","408676","408676","408676","0.25451648235321045","0.25451648235321045","0.25451648235321045"
"81746","408726","408726","408726","0.14621278643608093","0.14621278643608093","0.14621278643608093"
"81758","408786","408786","408786","0.19823455810546875","0.19823455810546875","0.19823455810546875"
"81786","408926","408926","408926","0.40057170391082764","0.40057170391082764","0.40057170391082764"
"81787","408931","408931","408931","0.33826422691345215","0.33826422691345215","0.33826422691345215"
"81794","408966","408966","408966","0.23729446530342102","0.23729446530342102","0.23729446530342102"
"81822","409106","409106","409106","0.14407825469970703","0.14407825469970703","0.14407825469970703"
"81867","409331","409331","409331","0.20300057530403137","0.20300057530403137","0.20300057530403137"
"81891","409451","409451","409451","0.14466089010238647","0.14466089010238647","0.14466089010238647"
"81896","409476","409476","409476","0.24186336994171143","0.24186336994171143","0.24186336994171143"
"81901","409501","409501","409501","0.1651964783668518","0.1651964783668518","0.1651964783668518"
"81919","409591","409591","409591","0.1449841856956482","0.1449841856956482","0.1449841856956482"
"81937","409681","409681","409681","0.26475000381469727","0.26475000381469727","0.26475000381469727"
"81951","409751","409751","409751","0.12478868663311005","0.12478868663311005","0.12478868663311005"
"81963","409811","409811","409811","0.14167849719524384","0.14167849719524384","0.14167849719524384"
"81969","409841","409841","409841","0.25569504499435425","0.25569504499435425","0.25569504499435425"
"81976","409876","409876","409876","0.27343904972076416","0.27343904972076416","0.27343904972076416"
"81977","409881","409881","409881","0.2496241331100464","0.2496241331100464","0.2496241331100464"
"81984","409916","409916","409916","0.2538343667984009","0.2538343667984009","0.2538343667984009"
"82005","410021","410021","410021","0.2622247338294983","0.2622247338294983","0.2622247338294983"
"82007","410031","410031","410031","0.14653806388378143","0.14653806388378143","0.14653806388378143"
"82015","410071","410071","410071","0.2674090266227722","0.2674090266227722","0.2674090266227722"
"82033","410161","410161","410161","0.3444846570491791","0.3444846570491791","0.3444846570491791"
"82039","410191","410191","410191","0.23645919561386108","0.23645919561386108","0.23645919561386108"
"82088","410436","410436","410436","0.2982427477836609","0.2982427477836609","0.2982427477836609"
"82097","410481","410481","410481","0.1577622890472412","0.1577622890472412","0.1577622890472412"
"82100","410496","410496","410496","0.18880176544189453","0.18880176544189453","0.18880176544189453"
"82112","410556","410556","410556","0.32878977060317993","0.32878977060317993","0.32878977060317993"
"82113","410561","410561","410561","0.2079087197780609","0.2079087197780609","0.2079087197780609"
"82146","410726","410726","410726","0.13536883890628815","0.13536883890628815","0.13536883890628815"
"82231","411151","411151","411151","0.2220185101032257","0.2220185101032257","0.2220185101032257"
"82239","411191","411191","411191","0.11081737279891968","0.11081737279891968","0.11081737279891968"
"82261","411301","411301","411301","0.17964716255664825","0.17964716255664825","0.17964716255664825"
"82267","411331","411331","411331","0.14523233473300934","0.14523233473300934","0.14523233473300934"
"82307","411531","411531","411531","0.20548999309539795","0.20548999309539795","0.20548999309539795"
"82322","411606","411606","411606","0.2149415910243988","0.2149415910243988","0.2149415910243988"
"82323","411611","411611","411611","0.18826989829540253","0.18826989829540253","0.18826989829540253"
"82324","411616","411616","411616","0.1503220945596695","0.1503220945596695","0.1503220945596695"
"82326","411626","411626","411626","0.2989518344402313","0.2989518344402313","0.2989518344402313"
"82339","411691","411691","411691","0.20975017547607422","0.20975017547607422","0.20975017547607422"
"82359","411791","411791","411791","0.45256268978118896","0.45256268978118896","0.45256268978118896"
"82368","411836","411836","411836","0.1583198606967926","0.1583198606967926","0.1583198606967926"
"82371","411851","411851","411851","0.16666939854621887","0.16666939854621887","0.16666939854621887"
"82383","411911","411911","411911","0.43073803186416626","0.43073803186416626","0.43073803186416626"
"82387","411931","411931","411931","0.1945197880268097","0.1945197880268097","0.1945197880268097"
"82398","411986","411986","411986","0.19474773108959198","0.19474773108959198","0.19474773108959198"
"82404","412016","412016","412016","0.15546168386936188","0.15546168386936188","0.15546168386936188"
"82407","412031","412031","412031","0.14501699805259705","0.14501699805259705","0.14501699805259705"
"82427","412131","412131","412131","0.2657293379306793","0.2657293379306793","0.2657293379306793"
"82434","412166","412166","412166","0.1612972468137741","0.1612972468137741","0.1612972468137741"
"82457","412281","412281","412281","0.11539273709058762","0.11539273709058762","0.11539273709058762"
"82483","412411","412411","412411","0.1733274906873703","0.1733274906873703","0.1733274906873703"
"82523","412611","412611","412611","0.09955702722072601","0.09955702722072601","0.09955702722072601"
"82544","412716","412716","412716","0.2000574916601181","0.2000574916601181","0.2000574916601181"
"82566","412826","412826","412826","0.18855217099189758","0.18855217099189758","0.18855217099189758"
"82572","412856","412856","412856","0.36599859595298767","0.36599859595298767","0.36599859595298767"
"82618","413086","413086","413086","0.15787506103515625","0.15787506103515625","0.15787506103515625"
"82633","413161","413161","413161","0.34679538011550903","0.34679538011550903","0.34679538011550903"
"82636","413176","413176","413176","0.18531881272792816","0.18531881272792816","0.18531881272792816"
"82646","413226","413226","413226","0.28887471556663513","0.28887471556663513","0.28887471556663513"
"82655","413271","413271","413271","0.15748292207717896","0.15748292207717896","0.15748292207717896"
"82659","413291","413291","413291","0.12878915667533875","0.12878915667533875","0.12878915667533875"
"82683","413411","413411","413411","0.16425180435180664","0.16425180435180664","0.16425180435180664"
"82685","413421","413421","413421","0.26263678073883057","0.26263678073883057","0.26263678073883057"
"82697","413481","413481","413481","0.2599574625492096","0.2599574625492096","0.2599574625492096"
"82706","413526","413526","413526","0.1386110633611679","0.1386110633611679","0.1386110633611679"
"82708","413536","413536","413536","0.1520729959011078","0.1520729959011078","0.1520729959011078"
"82720","413596","413596","413596","0.18872731924057007","0.18872731924057007","0.18872731924057007"
"82727","413631","413631","413631","0.26781100034713745","0.26781100034713745","0.26781100034713745"
"82749","413741","413741","413741","0.16637854278087616","0.16637854278087616","0.16637854278087616"
"82762","413806","413806","413806","0.13872601091861725","0.13872601091861725","0.13872601091861725"
"82832","414156","414156","414156","0.19064217805862427","0.19064217805862427","0.19064217805862427"
"82840","414196","414196","414196","0.35491931438446045","0.35491931438446045","0.35491931438446045"
"82842","414206","414206","414206","0.11240936815738678","0.11240936815738678","0.11240936815738678"
"82848","414236","414236","414236","0.26793792843818665","0.26793792843818665","0.26793792843818665"
"82859","414291","414291","414291","0.17436791956424713","0.17436791956424713","0.17436791956424713"
"82864","414316","414316","414316","0.20736317336559296","0.20736317336559296","0.20736317336559296"
"82895","414471","414471","414471","0.3934252858161926","0.3934252858161926","0.3934252858161926"
"82965","414821","414821","414821","0.4347667098045349","0.4347667098045349","0.4347667098045349"
"82967","414831","414831","414831","0.14145886898040771","0.14145886898040771","0.14145886898040771"
"82969","414841","414841","414841","0.47343769669532776","0.47343769669532776","0.47343769669532776"
"82981","414901","414901","414901","0.18355919420719147","0.18355919420719147","0.18355919420719147"
"82984","414916","414916","414916","0.11374764144420624","0.11374764144420624","0.11374764144420624"
"83005","415021","415021","415021","0.1466207206249237","0.1466207206249237","0.1466207206249237"
"83024","415116","415116","415116","0.1119561716914177","0.1119561716914177","0.1119561716914177"
"83030","415146","415146","415146","0.22175517678260803","0.22175517678260803","0.22175517678260803"
"83038","415186","415186","415186","0.07345223426818848","0.07345223426818848","0.07345223426818848"
"83044","415216","415216","415216","0.12218344956636429","0.12218344956636429","0.12218344956636429"
"83059","415291","415291","415291","0.3198779225349426","0.3198779225349426","0.3198779225349426"
"83060","415296","415296","415296","0.1592208743095398","0.1592208743095398","0.1592208743095398"
"83080","415396","415396","415396","0.1830383539199829","0.1830383539199829","0.1830383539199829"
"83120","415596","415596","415596","0.18253648281097412","0.18253648281097412","0.18253648281097412"
"83168","415836","415836","415836","0.21370430290699005","0.21370430290699005","0.21370430290699005"
"83175","415871","415871","415871","0.3650258779525757","0.3650258779525757","0.3650258779525757"
"83209","416041","416041","416041","0.24287813901901245","0.24287813901901245","0.24287813901901245"
"83226","416126","416126","416126","0.1868438571691513","0.1868438571691513","0.1868438571691513"
"83238","416186","416186","416186","0.3394063711166382","0.3394063711166382","0.3394063711166382"
"83248","416236","416236","416236","0.1547071933746338","0.1547071933746338","0.1547071933746338"
"83272","416356","416356","416356","0.14401596784591675","0.14401596784591675","0.14401596784591675"
"83279","416391","416391","416391","0.20938099920749664","0.20938099920749664","0.20938099920749664"
"83301","416501","416501","416501","0.16999563574790955","0.16999563574790955","0.16999563574790955"
"83311","416551","416551","416551","0.2174266278743744","0.2174266278743744","0.2174266278743744"
"83318","416586","416586","416586","0.3059968948364258","0.3059968948364258","0.3059968948364258"
"83326","416626","416626","416626","0.16403049230575562","0.16403049230575562","0.16403049230575562"
"83338","416686","416686","416686","0.05876023322343826","0.05876023322343826","0.05876023322343826"
"83358","416786","416786","416786","0.3492450714111328","0.3492450714111328","0.3492450714111328"
"83369","416841","416841","416841","0.20345214009284973","0.20345214009284973","0.20345214009284973"
"83370","416846","416846","416846","0.16594591736793518","0.16594591736793518","0.16594591736793518"
"83376","416876","416876","416876","0.15256187319755554","0.15256187319755554","0.15256187319755554"
"83390","416946","416946","416946","0.31145694851875305","0.31145694851875305","0.31145694851875305"
"83395","416971","416971","416971","0.32720091938972473","0.32720091938972473","0.32720091938972473"
"83402","417006","417006","417006","0.2534557580947876","0.2534557580947876","0.2534557580947876"
"83434","417166","417166","417166","0.31123554706573486","0.31123554706573486","0.31123554706573486"
"83439","417191","417191","417191","0.25212299823760986","0.25212299823760986","0.25212299823760986"
"83449","417241","417241","417241","0.14306819438934326","0.14306819438934326","0.14306819438934326"
"83490","417446","417446","417446","0.5298848748207092","0.5298848748207092","0.5298848748207092"
"83497","417481","417481","417481","0.2272709608078003","0.2272709608078003","0.2272709608078003"
"83501","417501","417501","417501","0.3824349641799927","0.3824349641799927","0.3824349641799927"
"83527","417631","417631","417631","0.2052065134048462","0.2052065134048462","0.2052065134048462"
"83587","417931","417931","417931","0.12929914891719818","0.12929914891719818","0.12929914891719818"
"83593","417961","417961","417961","0.23701511323451996","0.23701511323451996","0.23701511323451996"
"83609","418041","418041","418041","0.2938612699508667","0.2938612699508667","0.2938612699508667"
"83620","418096","418096","418096","0.2394058257341385","0.2394058257341385","0.2394058257341385"
"83640","418196","418196","418196","0.30903109908103943","0.30903109908103943","0.30903109908103943"
"83667","418331","418331","418331","0.23131749033927917","0.23131749033927917","0.23131749033927917"
"83669","418341","418341","418341","0.08728659898042679","0.08728659898042679","0.08728659898042679"
"83697","418481","418481","418481","0.19451281428337097","0.19451281428337097","0.19451281428337097"
"83698","418486","418486","418486","0.1919577419757843","0.1919577419757843","0.1919577419757843"
