"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Click loss","run-multi-task-without-debiasing - Click loss__MIN","run-multi-task-without-debiasing - Click loss__MAX"
"51220","256096","256096","256096","0.13241775333881378","0.13241775333881378","0.13241775333881378"
"51226","256126","256126","256126","0.22561757266521454","0.22561757266521454","0.22561757266521454"
"51246","256226","256226","256226","0.16895700991153717","0.16895700991153717","0.16895700991153717"
"51256","256276","256276","256276","0.1872429996728897","0.1872429996728897","0.1872429996728897"
"51269","256341","256341","256341","0.1400831639766693","0.1400831639766693","0.1400831639766693"
"51272","256356","256356","256356","0.20974591374397278","0.20974591374397278","0.20974591374397278"
"51295","256471","256471","256471","0.3672047555446625","0.3672047555446625","0.3672047555446625"
"51300","256496","256496","256496","0.17885136604309082","0.17885136604309082","0.17885136604309082"
"51329","256641","256641","256641","0.21204712986946106","0.21204712986946106","0.21204712986946106"
"51340","256696","256696","256696","0.3628852367401123","0.3628852367401123","0.3628852367401123"
"51364","256816","256816","256816","0.2718461751937866","0.2718461751937866","0.2718461751937866"
"51401","257001","257001","257001","0.2707065939903259","0.2707065939903259","0.2707065939903259"
"51411","257051","257051","257051","0.3470429480075836","0.3470429480075836","0.3470429480075836"
"51412","257056","257056","257056","0.22313079237937927","0.22313079237937927","0.22313079237937927"
"51426","257126","257126","257126","0.2631481885910034","0.2631481885910034","0.2631481885910034"
"51427","257131","257131","257131","0.36711302399635315","0.36711302399635315","0.36711302399635315"
"51429","257141","257141","257141","0.2943681478500366","0.2943681478500366","0.2943681478500366"
"51433","257161","257161","257161","0.0793323814868927","0.0793323814868927","0.0793323814868927"
"51439","257191","257191","257191","0.11761258542537689","0.11761258542537689","0.11761258542537689"
"51448","257236","257236","257236","0.3817627429962158","0.3817627429962158","0.3817627429962158"
"51451","257251","257251","257251","0.09925806522369385","0.09925806522369385","0.09925806522369385"
"51464","257316","257316","257316","0.2670539617538452","0.2670539617538452","0.2670539617538452"
"51473","257361","257361","257361","0.2714017629623413","0.2714017629623413","0.2714017629623413"
"51489","257441","257441","257441","0.14786474406719208","0.14786474406719208","0.14786474406719208"
"51491","257451","257451","257451","0.10409921407699585","0.10409921407699585","0.10409921407699585"
"51495","257471","257471","257471","0.1571652591228485","0.1571652591228485","0.1571652591228485"
"51549","257741","257741","257741","0.43645018339157104","0.43645018339157104","0.43645018339157104"
"51553","257761","257761","257761","0.16595380008220673","0.16595380008220673","0.16595380008220673"
"51567","257831","257831","257831","0.15522250533103943","0.15522250533103943","0.15522250533103943"
"51569","257841","257841","257841","0.3129655122756958","0.3129655122756958","0.3129655122756958"
"51571","257851","257851","257851","0.18402099609375","0.18402099609375","0.18402099609375"
"51590","257946","257946","257946","0.37524133920669556","0.37524133920669556","0.37524133920669556"
"51591","257951","257951","257951","0.3027971386909485","0.3027971386909485","0.3027971386909485"
"51620","258096","258096","258096","0.21697747707366943","0.21697747707366943","0.21697747707366943"
"51623","258111","258111","258111","0.41945260763168335","0.41945260763168335","0.41945260763168335"
"51654","258266","258266","258266","0.12496744841337204","0.12496744841337204","0.12496744841337204"
"51659","258291","258291","258291","0.1467527449131012","0.1467527449131012","0.1467527449131012"
"51670","258346","258346","258346","0.22781139612197876","0.22781139612197876","0.22781139612197876"
"51690","258446","258446","258446","0.31902074813842773","0.31902074813842773","0.31902074813842773"
"51704","258516","258516","258516","0.16410088539123535","0.16410088539123535","0.16410088539123535"
"51705","258521","258521","258521","0.24206796288490295","0.24206796288490295","0.24206796288490295"
"51708","258536","258536","258536","0.5375279188156128","0.5375279188156128","0.5375279188156128"
"51717","258581","258581","258581","0.3621877133846283","0.3621877133846283","0.3621877133846283"
"51741","258701","258701","258701","0.200592041015625","0.200592041015625","0.200592041015625"
"51745","258721","258721","258721","0.3849462866783142","0.3849462866783142","0.3849462866783142"
"51754","258766","258766","258766","0.2089129239320755","0.2089129239320755","0.2089129239320755"
"51766","258826","258826","258826","0.24553900957107544","0.24553900957107544","0.24553900957107544"
"51767","258831","258831","258831","0.21657544374465942","0.21657544374465942","0.21657544374465942"
"51801","259001","259001","259001","0.12586069107055664","0.12586069107055664","0.12586069107055664"
"51831","259151","259151","259151","0.2580292820930481","0.2580292820930481","0.2580292820930481"
"51832","259156","259156","259156","0.11575936526060104","0.11575936526060104","0.11575936526060104"
"51848","259236","259236","259236","0.18247301876544952","0.18247301876544952","0.18247301876544952"
"51878","259386","259386","259386","0.35976892709732056","0.35976892709732056","0.35976892709732056"
"51879","259391","259391","259391","0.1445229947566986","0.1445229947566986","0.1445229947566986"
"51891","259451","259451","259451","0.22260326147079468","0.22260326147079468","0.22260326147079468"
"51898","259486","259486","259486","0.3615846633911133","0.3615846633911133","0.3615846633911133"
"51955","259771","259771","259771","0.25247588753700256","0.25247588753700256","0.25247588753700256"
"51957","259781","259781","259781","0.23334570229053497","0.23334570229053497","0.23334570229053497"
"51961","259801","259801","259801","0.2209838479757309","0.2209838479757309","0.2209838479757309"
"51970","259846","259846","259846","0.21848911046981812","0.21848911046981812","0.21848911046981812"
"51978","259886","259886","259886","0.6281851530075073","0.6281851530075073","0.6281851530075073"
"51990","259946","259946","259946","0.36263307929039","0.36263307929039","0.36263307929039"
"51998","259986","259986","259986","0.281023770570755","0.281023770570755","0.281023770570755"
"52037","260181","260181","260181","0.38507288694381714","0.38507288694381714","0.38507288694381714"
"52054","260266","260266","260266","0.21068927645683289","0.21068927645683289","0.21068927645683289"
"52069","260341","260341","260341","0.20977161824703217","0.20977161824703217","0.20977161824703217"
"52095","260471","260471","260471","0.19019415974617004","0.19019415974617004","0.19019415974617004"
"52096","260476","260476","260476","0.3565927743911743","0.3565927743911743","0.3565927743911743"
"52127","260631","260631","260631","0.21896275877952576","0.21896275877952576","0.21896275877952576"
"52135","260671","260671","260671","0.3886224627494812","0.3886224627494812","0.3886224627494812"
"52136","260676","260676","260676","0.20319730043411255","0.20319730043411255","0.20319730043411255"
"52145","260721","260721","260721","0.40859735012054443","0.40859735012054443","0.40859735012054443"
"52147","260731","260731","260731","0.3182143568992615","0.3182143568992615","0.3182143568992615"
"52162","260806","260806","260806","0.31972095370292664","0.31972095370292664","0.31972095370292664"
"52219","261091","261091","261091","0.27485543489456177","0.27485543489456177","0.27485543489456177"
"52228","261136","261136","261136","0.30628716945648193","0.30628716945648193","0.30628716945648193"
"52229","261141","261141","261141","0.2630015015602112","0.2630015015602112","0.2630015015602112"
"52232","261156","261156","261156","0.2498442530632019","0.2498442530632019","0.2498442530632019"
"52257","261281","261281","261281","0.28751474618911743","0.28751474618911743","0.28751474618911743"
"52266","261326","261326","261326","0.3971480131149292","0.3971480131149292","0.3971480131149292"
"52281","261401","261401","261401","0.1273745745420456","0.1273745745420456","0.1273745745420456"
"52304","261516","261516","261516","0.26255667209625244","0.26255667209625244","0.26255667209625244"
"52308","261536","261536","261536","0.13579225540161133","0.13579225540161133","0.13579225540161133"
"52314","261566","261566","261566","0.2115921676158905","0.2115921676158905","0.2115921676158905"
"52324","261616","261616","261616","0.18299351632595062","0.18299351632595062","0.18299351632595062"
"52330","261646","261646","261646","0.3178848326206207","0.3178848326206207","0.3178848326206207"
"52342","261706","261706","261706","0.2128240168094635","0.2128240168094635","0.2128240168094635"
"52363","261811","261811","261811","0.17374427616596222","0.17374427616596222","0.17374427616596222"
"52377","261881","261881","261881","0.14872145652770996","0.14872145652770996","0.14872145652770996"
"52397","261981","261981","261981","0.19051480293273926","0.19051480293273926","0.19051480293273926"
"52408","262036","262036","262036","0.3099469542503357","0.3099469542503357","0.3099469542503357"
"52426","262126","262126","262126","0.3995659351348877","0.3995659351348877","0.3995659351348877"
"52438","262186","262186","262186","0.12525656819343567","0.12525656819343567","0.12525656819343567"
"52449","262241","262241","262241","0.21471941471099854","0.21471941471099854","0.21471941471099854"
"52466","262326","262326","262326","0.24888896942138672","0.24888896942138672","0.24888896942138672"
"52468","262336","262336","262336","0.36915189027786255","0.36915189027786255","0.36915189027786255"
"52502","262506","262506","262506","0.1952134370803833","0.1952134370803833","0.1952134370803833"
"52512","262556","262556","262556","0.15374478697776794","0.15374478697776794","0.15374478697776794"
"52545","262721","262721","262721","0.2358638346195221","0.2358638346195221","0.2358638346195221"
"52554","262766","262766","262766","0.22943320870399475","0.22943320870399475","0.22943320870399475"
"52567","262831","262831","262831","0.3063689172267914","0.3063689172267914","0.3063689172267914"
"52571","262851","262851","262851","0.1799994707107544","0.1799994707107544","0.1799994707107544"
"52600","262996","262996","262996","0.3460584282875061","0.3460584282875061","0.3460584282875061"
"52611","263051","263051","263051","0.3511250913143158","0.3511250913143158","0.3511250913143158"
"52623","263111","263111","263111","0.504277765750885","0.504277765750885","0.504277765750885"
"52628","263136","263136","263136","0.22019371390342712","0.22019371390342712","0.22019371390342712"
"52631","263151","263151","263151","0.17462947964668274","0.17462947964668274","0.17462947964668274"
"52649","263241","263241","263241","0.19833244383335114","0.19833244383335114","0.19833244383335114"
"52662","263306","263306","263306","0.3181433081626892","0.3181433081626892","0.3181433081626892"
"52665","263321","263321","263321","0.16999560594558716","0.16999560594558716","0.16999560594558716"
"52679","263391","263391","263391","0.2310078889131546","0.2310078889131546","0.2310078889131546"
"52692","263456","263456","263456","0.25201743841171265","0.25201743841171265","0.25201743841171265"
"52714","263566","263566","263566","0.26594778895378113","0.26594778895378113","0.26594778895378113"
"52731","263651","263651","263651","0.3212354779243469","0.3212354779243469","0.3212354779243469"
"52784","263916","263916","263916","0.5795814990997314","0.5795814990997314","0.5795814990997314"
"52801","264001","264001","264001","0.31342118978500366","0.31342118978500366","0.31342118978500366"
"52834","264166","264166","264166","0.17514044046401978","0.17514044046401978","0.17514044046401978"
"52839","264191","264191","264191","0.22910720109939575","0.22910720109939575","0.22910720109939575"
"52843","264211","264211","264211","0.3246302306652069","0.3246302306652069","0.3246302306652069"
"52847","264231","264231","264231","0.20557937026023865","0.20557937026023865","0.20557937026023865"
"52848","264236","264236","264236","0.22294004261493683","0.22294004261493683","0.22294004261493683"
"52849","264241","264241","264241","0.16304519772529602","0.16304519772529602","0.16304519772529602"
"52896","264476","264476","264476","0.22355635464191437","0.22355635464191437","0.22355635464191437"
"52897","264481","264481","264481","0.17619535326957703","0.17619535326957703","0.17619535326957703"
"52901","264501","264501","264501","0.2992900013923645","0.2992900013923645","0.2992900013923645"
"52909","264541","264541","264541","0.2312348186969757","0.2312348186969757","0.2312348186969757"
"52932","264656","264656","264656","0.08695356547832489","0.08695356547832489","0.08695356547832489"
"52942","264706","264706","264706","0.2385162115097046","0.2385162115097046","0.2385162115097046"
"52944","264716","264716","264716","0.33272868394851685","0.33272868394851685","0.33272868394851685"
"52954","264766","264766","264766","0.14163772761821747","0.14163772761821747","0.14163772761821747"
"52965","264821","264821","264821","0.19758178293704987","0.19758178293704987","0.19758178293704987"
"52991","264951","264951","264951","0.17483538389205933","0.17483538389205933","0.17483538389205933"
"53001","265001","265001","265001","0.35747620463371277","0.35747620463371277","0.35747620463371277"
"53016","265076","265076","265076","0.1912807822227478","0.1912807822227478","0.1912807822227478"
"53020","265096","265096","265096","0.2152736485004425","0.2152736485004425","0.2152736485004425"
"53043","265211","265211","265211","0.2045302838087082","0.2045302838087082","0.2045302838087082"
"53048","265236","265236","265236","0.09577497839927673","0.09577497839927673","0.09577497839927673"
"53051","265251","265251","265251","0.3472292423248291","0.3472292423248291","0.3472292423248291"
"53088","265436","265436","265436","0.16217118501663208","0.16217118501663208","0.16217118501663208"
"53094","265466","265466","265466","0.09375600516796112","0.09375600516796112","0.09375600516796112"
"53100","265496","265496","265496","0.34014463424682617","0.34014463424682617","0.34014463424682617"
"53118","265586","265586","265586","0.21678376197814941","0.21678376197814941","0.21678376197814941"
"53122","265606","265606","265606","0.25509050488471985","0.25509050488471985","0.25509050488471985"
"53124","265616","265616","265616","0.19683167338371277","0.19683167338371277","0.19683167338371277"
"53143","265711","265711","265711","0.26566508412361145","0.26566508412361145","0.26566508412361145"
"53149","265741","265741","265741","0.129465252161026","0.129465252161026","0.129465252161026"
"53175","265871","265871","265871","0.16977515816688538","0.16977515816688538","0.16977515816688538"
"53178","265886","265886","265886","0.12650686502456665","0.12650686502456665","0.12650686502456665"
"53185","265921","265921","265921","0.19620633125305176","0.19620633125305176","0.19620633125305176"
"53193","265961","265961","265961","0.15034979581832886","0.15034979581832886","0.15034979581832886"
"53200","265996","265996","265996","0.1415630280971527","0.1415630280971527","0.1415630280971527"
"53204","266016","266016","266016","0.20664633810520172","0.20664633810520172","0.20664633810520172"
"53207","266031","266031","266031","0.17211854457855225","0.17211854457855225","0.17211854457855225"
"53214","266066","266066","266066","0.14689430594444275","0.14689430594444275","0.14689430594444275"
"53219","266091","266091","266091","0.2127871960401535","0.2127871960401535","0.2127871960401535"
"53223","266111","266111","266111","0.2575744688510895","0.2575744688510895","0.2575744688510895"
"53232","266156","266156","266156","0.20582160353660583","0.20582160353660583","0.20582160353660583"
"53233","266161","266161","266161","0.2648598551750183","0.2648598551750183","0.2648598551750183"
"53253","266261","266261","266261","0.1670573204755783","0.1670573204755783","0.1670573204755783"
"53255","266271","266271","266271","0.2347356081008911","0.2347356081008911","0.2347356081008911"
"53257","266281","266281","266281","0.13053709268569946","0.13053709268569946","0.13053709268569946"
"53258","266286","266286","266286","0.23168595135211945","0.23168595135211945","0.23168595135211945"
"53259","266291","266291","266291","0.3736848533153534","0.3736848533153534","0.3736848533153534"
"53260","266296","266296","266296","0.2910374701023102","0.2910374701023102","0.2910374701023102"
"53275","266371","266371","266371","0.1483747661113739","0.1483747661113739","0.1483747661113739"
"53289","266441","266441","266441","0.21358492970466614","0.21358492970466614","0.21358492970466614"
"53300","266496","266496","266496","0.3155114948749542","0.3155114948749542","0.3155114948749542"
"53302","266506","266506","266506","0.37178438901901245","0.37178438901901245","0.37178438901901245"
"53313","266561","266561","266561","0.2096591591835022","0.2096591591835022","0.2096591591835022"
"53316","266576","266576","266576","0.15470781922340393","0.15470781922340393","0.15470781922340393"
"53335","266671","266671","266671","0.17782671749591827","0.17782671749591827","0.17782671749591827"
"53345","266721","266721","266721","0.330790638923645","0.330790638923645","0.330790638923645"
"53354","266766","266766","266766","0.31925421953201294","0.31925421953201294","0.31925421953201294"
"53369","266841","266841","266841","0.2041025161743164","0.2041025161743164","0.2041025161743164"
"53370","266846","266846","266846","0.32958632707595825","0.32958632707595825","0.32958632707595825"
"53373","266861","266861","266861","0.27643370628356934","0.27643370628356934","0.27643370628356934"
"53395","266971","266971","266971","0.2428664118051529","0.2428664118051529","0.2428664118051529"
"53399","266991","266991","266991","0.5174753069877625","0.5174753069877625","0.5174753069877625"
"53409","267041","267041","267041","0.14380374550819397","0.14380374550819397","0.14380374550819397"
"53417","267081","267081","267081","0.2310754954814911","0.2310754954814911","0.2310754954814911"
"53418","267086","267086","267086","0.153845876455307","0.153845876455307","0.153845876455307"
"53431","267151","267151","267151","0.24471783638000488","0.24471783638000488","0.24471783638000488"
"53432","267156","267156","267156","0.14173656702041626","0.14173656702041626","0.14173656702041626"
"53446","267226","267226","267226","0.2754857838153839","0.2754857838153839","0.2754857838153839"
"53452","267256","267256","267256","0.33411961793899536","0.33411961793899536","0.33411961793899536"
"53456","267276","267276","267276","0.18651458621025085","0.18651458621025085","0.18651458621025085"
"53458","267286","267286","267286","0.21187470853328705","0.21187470853328705","0.21187470853328705"
"53464","267316","267316","267316","0.33023932576179504","0.33023932576179504","0.33023932576179504"
"53488","267436","267436","267436","0.1616874635219574","0.1616874635219574","0.1616874635219574"
"53495","267471","267471","267471","0.15456943213939667","0.15456943213939667","0.15456943213939667"
"53525","267621","267621","267621","0.198419988155365","0.198419988155365","0.198419988155365"
"53542","267706","267706","267706","0.1828646957874298","0.1828646957874298","0.1828646957874298"
"53582","267906","267906","267906","0.12758594751358032","0.12758594751358032","0.12758594751358032"
"53596","267976","267976","267976","0.28428763151168823","0.28428763151168823","0.28428763151168823"
"53603","268011","268011","268011","0.19544661045074463","0.19544661045074463","0.19544661045074463"
"53619","268091","268091","268091","0.2996021807193756","0.2996021807193756","0.2996021807193756"
"53630","268146","268146","268146","0.34930843114852905","0.34930843114852905","0.34930843114852905"
"53632","268156","268156","268156","0.2900870740413666","0.2900870740413666","0.2900870740413666"
"53633","268161","268161","268161","0.20157231390476227","0.20157231390476227","0.20157231390476227"
"53670","268346","268346","268346","0.17203781008720398","0.17203781008720398","0.17203781008720398"
"53684","268416","268416","268416","0.3357642889022827","0.3357642889022827","0.3357642889022827"
"53688","268436","268436","268436","0.273996502161026","0.273996502161026","0.273996502161026"
"53695","268471","268471","268471","0.1642628014087677","0.1642628014087677","0.1642628014087677"
"53735","268671","268671","268671","0.1882229447364807","0.1882229447364807","0.1882229447364807"
"53754","268766","268766","268766","0.4216908812522888","0.4216908812522888","0.4216908812522888"
"53755","268771","268771","268771","0.14927364885807037","0.14927364885807037","0.14927364885807037"
"53782","268906","268906","268906","0.18685482442378998","0.18685482442378998","0.18685482442378998"
"53799","268991","268991","268991","0.32166966795921326","0.32166966795921326","0.32166966795921326"
"53830","269146","269146","269146","0.4367268681526184","0.4367268681526184","0.4367268681526184"
"53852","269256","269256","269256","0.43507030606269836","0.43507030606269836","0.43507030606269836"
"53867","269331","269331","269331","0.2928906977176666","0.2928906977176666","0.2928906977176666"
"53868","269336","269336","269336","0.2777520418167114","0.2777520418167114","0.2777520418167114"
"53887","269431","269431","269431","0.18236038088798523","0.18236038088798523","0.18236038088798523"
"53890","269446","269446","269446","0.20839622616767883","0.20839622616767883","0.20839622616767883"
"53891","269451","269451","269451","0.1993914544582367","0.1993914544582367","0.1993914544582367"
"53896","269476","269476","269476","0.2295185625553131","0.2295185625553131","0.2295185625553131"
"53906","269526","269526","269526","0.3488766551017761","0.3488766551017761","0.3488766551017761"
"53915","269571","269571","269571","0.43893277645111084","0.43893277645111084","0.43893277645111084"
"53939","269691","269691","269691","0.2998949885368347","0.2998949885368347","0.2998949885368347"
"53948","269736","269736","269736","0.16238607466220856","0.16238607466220856","0.16238607466220856"
"53951","269751","269751","269751","0.19379857182502747","0.19379857182502747","0.19379857182502747"
"53981","269901","269901","269901","0.25690221786499023","0.25690221786499023","0.25690221786499023"
"53999","269991","269991","269991","0.15597373247146606","0.15597373247146606","0.15597373247146606"
"54003","270011","270011","270011","0.15325072407722473","0.15325072407722473","0.15325072407722473"
"54005","270021","270021","270021","0.37773463129997253","0.37773463129997253","0.37773463129997253"
"54006","270026","270026","270026","0.2687641382217407","0.2687641382217407","0.2687641382217407"
"54025","270121","270121","270121","0.24764874577522278","0.24764874577522278","0.24764874577522278"
"54074","270366","270366","270366","0.39887601137161255","0.39887601137161255","0.39887601137161255"
"54077","270381","270381","270381","0.13990503549575806","0.13990503549575806","0.13990503549575806"
"54090","270446","270446","270446","0.1972387135028839","0.1972387135028839","0.1972387135028839"
"54108","270536","270536","270536","0.14713644981384277","0.14713644981384277","0.14713644981384277"
"54119","270591","270591","270591","0.15565289556980133","0.15565289556980133","0.15565289556980133"
"54134","270666","270666","270666","0.08269850164651871","0.08269850164651871","0.08269850164651871"
"54137","270681","270681","270681","0.2202313244342804","0.2202313244342804","0.2202313244342804"
"54138","270686","270686","270686","0.1917380541563034","0.1917380541563034","0.1917380541563034"
"54141","270701","270701","270701","0.276527464389801","0.276527464389801","0.276527464389801"
"54144","270716","270716","270716","0.4775491952896118","0.4775491952896118","0.4775491952896118"
"54171","270851","270851","270851","0.3576543927192688","0.3576543927192688","0.3576543927192688"
"54178","270886","270886","270886","0.10952235013246536","0.10952235013246536","0.10952235013246536"
"54192","270956","270956","270956","0.27018260955810547","0.27018260955810547","0.27018260955810547"
"54201","271001","271001","271001","0.12561437487602234","0.12561437487602234","0.12561437487602234"
"54203","271011","271011","271011","0.36297932267189026","0.36297932267189026","0.36297932267189026"
"54207","271031","271031","271031","0.0931682288646698","0.0931682288646698","0.0931682288646698"
"54208","271036","271036","271036","0.27193742990493774","0.27193742990493774","0.27193742990493774"
"54210","271046","271046","271046","0.201491117477417","0.201491117477417","0.201491117477417"
"54226","271126","271126","271126","0.24501866102218628","0.24501866102218628","0.24501866102218628"
"54290","271446","271446","271446","0.29755881428718567","0.29755881428718567","0.29755881428718567"
"54297","271481","271481","271481","0.5271466374397278","0.5271466374397278","0.5271466374397278"
"54314","271566","271566","271566","0.19171983003616333","0.19171983003616333","0.19171983003616333"
"54319","271591","271591","271591","0.13638387620449066","0.13638387620449066","0.13638387620449066"
"54324","271616","271616","271616","0.23712989687919617","0.23712989687919617","0.23712989687919617"
"54331","271651","271651","271651","0.31554102897644043","0.31554102897644043","0.31554102897644043"
"54335","271671","271671","271671","0.15276461839675903","0.15276461839675903","0.15276461839675903"
"54347","271731","271731","271731","0.31376007199287415","0.31376007199287415","0.31376007199287415"
"54376","271876","271876","271876","0.17156624794006348","0.17156624794006348","0.17156624794006348"
"54413","272061","272061","272061","0.2809074819087982","0.2809074819087982","0.2809074819087982"
"54422","272106","272106","272106","0.2632892429828644","0.2632892429828644","0.2632892429828644"
"54425","272121","272121","272121","0.3811882734298706","0.3811882734298706","0.3811882734298706"
"54427","272131","272131","272131","0.2049834430217743","0.2049834430217743","0.2049834430217743"
"54431","272151","272151","272151","0.2152966558933258","0.2152966558933258","0.2152966558933258"
"54452","272256","272256","272256","0.4481019377708435","0.4481019377708435","0.4481019377708435"
"54456","272276","272276","272276","0.1674540936946869","0.1674540936946869","0.1674540936946869"
"54458","272286","272286","272286","0.16329523921012878","0.16329523921012878","0.16329523921012878"
"54461","272301","272301","272301","0.138370081782341","0.138370081782341","0.138370081782341"
"54509","272541","272541","272541","0.2775294780731201","0.2775294780731201","0.2775294780731201"
"54513","272561","272561","272561","0.30023959279060364","0.30023959279060364","0.30023959279060364"
"54515","272571","272571","272571","0.15565666556358337","0.15565666556358337","0.15565666556358337"
"54526","272626","272626","272626","0.21496272087097168","0.21496272087097168","0.21496272087097168"
"54538","272686","272686","272686","0.05551912635564804","0.05551912635564804","0.05551912635564804"
"54540","272696","272696","272696","0.24257513880729675","0.24257513880729675","0.24257513880729675"
"54555","272771","272771","272771","0.12407708913087845","0.12407708913087845","0.12407708913087845"
"54566","272826","272826","272826","0.2469678521156311","0.2469678521156311","0.2469678521156311"
"54567","272831","272831","272831","0.16050121188163757","0.16050121188163757","0.16050121188163757"
"54568","272836","272836","272836","0.19426973164081573","0.19426973164081573","0.19426973164081573"
"54581","272901","272901","272901","0.3271241784095764","0.3271241784095764","0.3271241784095764"
"54584","272916","272916","272916","0.10670296102762222","0.10670296102762222","0.10670296102762222"
"54588","272936","272936","272936","0.2202761173248291","0.2202761173248291","0.2202761173248291"
"54623","273111","273111","273111","0.1900225728750229","0.1900225728750229","0.1900225728750229"
"54643","273211","273211","273211","0.1051059365272522","0.1051059365272522","0.1051059365272522"
"54650","273246","273246","273246","0.5419590473175049","0.5419590473175049","0.5419590473175049"
"54691","273451","273451","273451","0.21503674983978271","0.21503674983978271","0.21503674983978271"
"54710","273546","273546","273546","0.19554400444030762","0.19554400444030762","0.19554400444030762"
"54715","273571","273571","273571","0.24222801625728607","0.24222801625728607","0.24222801625728607"
"54725","273621","273621","273621","0.31810933351516724","0.31810933351516724","0.31810933351516724"
"54825","274121","274121","274121","0.2496967315673828","0.2496967315673828","0.2496967315673828"
"54826","274126","274126","274126","0.2254636436700821","0.2254636436700821","0.2254636436700821"
"54843","274211","274211","274211","0.1252753734588623","0.1252753734588623","0.1252753734588623"
"54895","274471","274471","274471","0.2668522298336029","0.2668522298336029","0.2668522298336029"
"54898","274486","274486","274486","0.264617383480072","0.264617383480072","0.264617383480072"
"54906","274526","274526","274526","0.17761823534965515","0.17761823534965515","0.17761823534965515"
"54910","274546","274546","274546","0.22168630361557007","0.22168630361557007","0.22168630361557007"
"54966","274826","274826","274826","0.1685793697834015","0.1685793697834015","0.1685793697834015"
"54977","274881","274881","274881","0.6334474682807922","0.6334474682807922","0.6334474682807922"
"54985","274921","274921","274921","0.18505579233169556","0.18505579233169556","0.18505579233169556"
"55028","275136","275136","275136","0.25283145904541016","0.25283145904541016","0.25283145904541016"
"55035","275171","275171","275171","0.12759321928024292","0.12759321928024292","0.12759321928024292"
"55047","275231","275231","275231","0.2817900478839874","0.2817900478839874","0.2817900478839874"
"55051","275251","275251","275251","0.44426053762435913","0.44426053762435913","0.44426053762435913"
"55058","275286","275286","275286","0.2192099243402481","0.2192099243402481","0.2192099243402481"
"55063","275311","275311","275311","0.3114704191684723","0.3114704191684723","0.3114704191684723"
"55066","275326","275326","275326","0.34617140889167786","0.34617140889167786","0.34617140889167786"
"55085","275421","275421","275421","0.19082118570804596","0.19082118570804596","0.19082118570804596"
"55096","275476","275476","275476","0.0823817029595375","0.0823817029595375","0.0823817029595375"
"55099","275491","275491","275491","0.24536126852035522","0.24536126852035522","0.24536126852035522"
"55103","275511","275511","275511","0.2171735167503357","0.2171735167503357","0.2171735167503357"
"55114","275566","275566","275566","0.15879647433757782","0.15879647433757782","0.15879647433757782"
"55115","275571","275571","275571","0.18158507347106934","0.18158507347106934","0.18158507347106934"
"55116","275576","275576","275576","0.44328370690345764","0.44328370690345764","0.44328370690345764"
"55128","275636","275636","275636","0.18834161758422852","0.18834161758422852","0.18834161758422852"
"55152","275756","275756","275756","0.17939211428165436","0.17939211428165436","0.17939211428165436"
"55166","275826","275826","275826","0.23722325265407562","0.23722325265407562","0.23722325265407562"
"55171","275851","275851","275851","0.14942122995853424","0.14942122995853424","0.14942122995853424"
"55175","275871","275871","275871","0.31026872992515564","0.31026872992515564","0.31026872992515564"
"55176","275876","275876","275876","0.3220927119255066","0.3220927119255066","0.3220927119255066"
"55183","275911","275911","275911","0.33347153663635254","0.33347153663635254","0.33347153663635254"
"55190","275946","275946","275946","0.13403186202049255","0.13403186202049255","0.13403186202049255"
"55194","275966","275966","275966","0.2949005663394928","0.2949005663394928","0.2949005663394928"
"55203","276011","276011","276011","0.28395766019821167","0.28395766019821167","0.28395766019821167"
"55212","276056","276056","276056","0.326265811920166","0.326265811920166","0.326265811920166"
"55213","276061","276061","276061","0.39106065034866333","0.39106065034866333","0.39106065034866333"
"55214","276066","276066","276066","0.49587470293045044","0.49587470293045044","0.49587470293045044"
"55223","276111","276111","276111","0.2856466770172119","0.2856466770172119","0.2856466770172119"
"55224","276116","276116","276116","0.1823239028453827","0.1823239028453827","0.1823239028453827"
"55225","276121","276121","276121","0.1472007930278778","0.1472007930278778","0.1472007930278778"
"55235","276171","276171","276171","0.4195248484611511","0.4195248484611511","0.4195248484611511"
"55240","276196","276196","276196","0.25535035133361816","0.25535035133361816","0.25535035133361816"
"55246","276226","276226","276226","0.17161263525485992","0.17161263525485992","0.17161263525485992"
"55261","276301","276301","276301","0.19873356819152832","0.19873356819152832","0.19873356819152832"
"55278","276386","276386","276386","0.1405799239873886","0.1405799239873886","0.1405799239873886"
"55315","276571","276571","276571","0.2907392084598541","0.2907392084598541","0.2907392084598541"
"55319","276591","276591","276591","0.2661387026309967","0.2661387026309967","0.2661387026309967"
"55325","276621","276621","276621","0.20629069209098816","0.20629069209098816","0.20629069209098816"
"55330","276646","276646","276646","0.3582208752632141","0.3582208752632141","0.3582208752632141"
"55349","276741","276741","276741","0.20208364725112915","0.20208364725112915","0.20208364725112915"
"55353","276761","276761","276761","0.3961338698863983","0.3961338698863983","0.3961338698863983"
"55385","276921","276921","276921","0.2606109380722046","0.2606109380722046","0.2606109380722046"
"55386","276926","276926","276926","0.20623399317264557","0.20623399317264557","0.20623399317264557"
"55391","276951","276951","276951","0.2798357605934143","0.2798357605934143","0.2798357605934143"
"55404","277016","277016","277016","0.1768454611301422","0.1768454611301422","0.1768454611301422"
