"step","run-multi-task-debiasing-separate-logits - _step","run-multi-task-debiasing-separate-logits - _step__MIN","run-multi-task-debiasing-separate-logits - _step__MAX","run-multi-task-debiasing-separate-logits - Dwell-time loss","run-multi-task-debiasing-separate-logits - Dwell-time loss__MIN","run-multi-task-debiasing-separate-logits - Dwell-time loss__MAX"
"64859","324293","324293","324293","0.48114675283432007","0.48114675283432007","0.48114675283432007"
"64887","324433","324433","324433","1.529099702835083","1.529099702835083","1.529099702835083"
"64901","324503","324503","324503","0.7748691439628601","0.7748691439628601","0.7748691439628601"
"64907","324533","324533","324533","0.9989045858383179","0.9989045858383179","0.9989045858383179"
"64918","324588","324588","324588","0.2865535020828247","0.2865535020828247","0.2865535020828247"
"64949","324743","324743","324743","1.5736547708511353","1.5736547708511353","1.5736547708511353"
"64959","324793","324793","324793","0.2660403251647949","0.2660403251647949","0.2660403251647949"
"64971","324853","324853","324853","1.3334252834320068","1.3334252834320068","1.3334252834320068"
"64976","324878","324878","324878","0.5871493816375732","0.5871493816375732","0.5871493816375732"
"64983","324913","324913","324913","0.6005289554595947","0.6005289554595947","0.6005289554595947"
"64987","324933","324933","324933","0.8490971326828003","0.8490971326828003","0.8490971326828003"
"65010","325048","325048","325048","0.4593975245952606","0.4593975245952606","0.4593975245952606"
"65011","325053","325053","325053","1.0412442684173584","1.0412442684173584","1.0412442684173584"
"65013","325063","325063","325063","0.07820332795381546","0.07820332795381546","0.07820332795381546"
"65049","325243","325243","325243","1.0846248865127563","1.0846248865127563","1.0846248865127563"
"65064","325318","325318","325318","1.2354501485824585","1.2354501485824585","1.2354501485824585"
"65097","325483","325483","325483","1.4565114974975586","1.4565114974975586","1.4565114974975586"
"65098","325488","325488","325488","1.1639684438705444","1.1639684438705444","1.1639684438705444"
"65141","325703","325703","325703","0.5468736290931702","0.5468736290931702","0.5468736290931702"
"65193","325963","325963","325963","1.2168999910354614","1.2168999910354614","1.2168999910354614"
"65208","326038","326038","326038","0.8596543669700623","0.8596543669700623","0.8596543669700623"
"65211","326053","326053","326053","1.4802592992782593","1.4802592992782593","1.4802592992782593"
"65214","326068","326068","326068","0.6731459498405457","0.6731459498405457","0.6731459498405457"
"65215","326073","326073","326073","0.3176723122596741","0.3176723122596741","0.3176723122596741"
"65223","326113","326113","326113","0.17787882685661316","0.17787882685661316","0.17787882685661316"
"65226","326128","326128","326128","1.0349681377410889","1.0349681377410889","1.0349681377410889"
"65260","326298","326298","326298","1.3693201541900635","1.3693201541900635","1.3693201541900635"
"65266","326328","326328","326328","0.6135361194610596","0.6135361194610596","0.6135361194610596"
"65308","326538","326538","326538","1.5708600282669067","1.5708600282669067","1.5708600282669067"
"65311","326553","326553","326553","1.1858681440353394","1.1858681440353394","1.1858681440353394"
"65342","326708","326708","326708","0.20054613053798676","0.20054613053798676","0.20054613053798676"
"65359","326793","326793","326793","0.22028347849845886","0.22028347849845886","0.22028347849845886"
"65375","326873","326873","326873","0.4129917025566101","0.4129917025566101","0.4129917025566101"
"65402","327008","327008","327008","0.8757196664810181","0.8757196664810181","0.8757196664810181"
"65406","327028","327028","327028","0.6772361993789673","0.6772361993789673","0.6772361993789673"
"65410","327048","327048","327048","0.742401123046875","0.742401123046875","0.742401123046875"
"65415","327073","327073","327073","0.12054195255041122","0.12054195255041122","0.12054195255041122"
"65438","327188","327188","327188","1.4927653074264526","1.4927653074264526","1.4927653074264526"
"65442","327208","327208","327208","1.5463447570800781","1.5463447570800781","1.5463447570800781"
"65468","327338","327338","327338","0.09801280498504639","0.09801280498504639","0.09801280498504639"
"65477","327383","327383","327383","0.7944909334182739","0.7944909334182739","0.7944909334182739"
"65510","327548","327548","327548","0.414625883102417","0.414625883102417","0.414625883102417"
"65519","327593","327593","327593","1.7278199195861816","1.7278199195861816","1.7278199195861816"
"65538","327688","327688","327688","0.5442076325416565","0.5442076325416565","0.5442076325416565"
"65561","327803","327803","327803","0.3717848062515259","0.3717848062515259","0.3717848062515259"
"65577","327883","327883","327883","0.5937881469726562","0.5937881469726562","0.5937881469726562"
"65597","327983","327983","327983","0.6011319756507874","0.6011319756507874","0.6011319756507874"
"65637","328183","328183","328183","0.7758020162582397","0.7758020162582397","0.7758020162582397"
"65639","328193","328193","328193","0.38926273584365845","0.38926273584365845","0.38926273584365845"
"65648","328238","328238","328238","0.8013136386871338","0.8013136386871338","0.8013136386871338"
"65651","328253","328253","328253","1.0037208795547485","1.0037208795547485","1.0037208795547485"
"65686","328428","328428","328428","0.586328387260437","0.586328387260437","0.586328387260437"
"65698","328488","328488","328488","1.124064326286316","1.124064326286316","1.124064326286316"
"65720","328598","328598","328598","0.5802438259124756","0.5802438259124756","0.5802438259124756"
"65727","328633","328633","328633","0.5099636316299438","0.5099636316299438","0.5099636316299438"
"65733","328663","328663","328663","0.8238831162452698","0.8238831162452698","0.8238831162452698"
"65736","328678","328678","328678","0.3051448166370392","0.3051448166370392","0.3051448166370392"
"65757","328783","328783","328783","1.2198405265808105","1.2198405265808105","1.2198405265808105"
"65763","328813","328813","328813","1.9883095026016235","1.9883095026016235","1.9883095026016235"
"65766","328828","328828","328828","0.4620293378829956","0.4620293378829956","0.4620293378829956"
"65768","328838","328838","328838","0.5488125085830688","0.5488125085830688","0.5488125085830688"
"65770","328848","328848","328848","0.37703490257263184","0.37703490257263184","0.37703490257263184"
"65782","328908","328908","328908","0.452785462141037","0.452785462141037","0.452785462141037"
"65793","328963","328963","328963","0.9076127409934998","0.9076127409934998","0.9076127409934998"
"65798","328988","328988","328988","0.787826657295227","0.787826657295227","0.787826657295227"
"65803","329013","329013","329013","0.5916504263877869","0.5916504263877869","0.5916504263877869"
"65811","329053","329053","329053","0.7134614586830139","0.7134614586830139","0.7134614586830139"
"65814","329068","329068","329068","0.5857008695602417","0.5857008695602417","0.5857008695602417"
"65815","329073","329073","329073","0.5855951905250549","0.5855951905250549","0.5855951905250549"
"65819","329093","329093","329093","0.6875060796737671","0.6875060796737671","0.6875060796737671"
"65831","329153","329153","329153","0.19945091009140015","0.19945091009140015","0.19945091009140015"
"65846","329228","329228","329228","0.22847114503383636","0.22847114503383636","0.22847114503383636"
"65857","329283","329283","329283","0.9201581478118896","0.9201581478118896","0.9201581478118896"
"65893","329463","329463","329463","0.6667518019676208","0.6667518019676208","0.6667518019676208"
"65910","329548","329548","329548","0.07409989833831787","0.07409989833831787","0.07409989833831787"
"65912","329558","329558","329558","0.4045117199420929","0.4045117199420929","0.4045117199420929"
"65939","329693","329693","329693","1.0498385429382324","1.0498385429382324","1.0498385429382324"
"65941","329703","329703","329703","0.19995325803756714","0.19995325803756714","0.19995325803756714"
"65966","329828","329828","329828","1.3610469102859497","1.3610469102859497","1.3610469102859497"
"65969","329843","329843","329843","0.3247493803501129","0.3247493803501129","0.3247493803501129"
"65973","329863","329863","329863","1.7254505157470703","1.7254505157470703","1.7254505157470703"
"65994","329968","329968","329968","0.6697468757629395","0.6697468757629395","0.6697468757629395"
"66025","330123","330123","330123","0.9681989550590515","0.9681989550590515","0.9681989550590515"
"66039","330193","330193","330193","0.6632461547851562","0.6632461547851562","0.6632461547851562"
"66046","330228","330228","330228","0.5308928489685059","0.5308928489685059","0.5308928489685059"
"66054","330268","330268","330268","0.4382492005825043","0.4382492005825043","0.4382492005825043"
"66068","330338","330338","330338","0.27420008182525635","0.27420008182525635","0.27420008182525635"
"66086","330428","330428","330428","0.09495498239994049","0.09495498239994049","0.09495498239994049"
"66103","330513","330513","330513","0.1717083752155304","0.1717083752155304","0.1717083752155304"
"66119","330593","330593","330593","0.8558332324028015","0.8558332324028015","0.8558332324028015"
"66120","330598","330598","330598","0.8663140535354614","0.8663140535354614","0.8663140535354614"
"66144","330718","330718","330718","0.8229091763496399","0.8229091763496399","0.8229091763496399"
"66157","330783","330783","330783","1.0785489082336426","1.0785489082336426","1.0785489082336426"
"66179","330893","330893","330893","0.9088178277015686","0.9088178277015686","0.9088178277015686"
"66201","331003","331003","331003","0.42773348093032837","0.42773348093032837","0.42773348093032837"
"66202","331008","331008","331008","0.9127338528633118","0.9127338528633118","0.9127338528633118"
"66217","331083","331083","331083","0.23170527815818787","0.23170527815818787","0.23170527815818787"
"66222","331108","331108","331108","1.0894415378570557","1.0894415378570557","1.0894415378570557"
"66223","331113","331113","331113","0.4837322235107422","0.4837322235107422","0.4837322235107422"
"66230","331148","331148","331148","0.4092184007167816","0.4092184007167816","0.4092184007167816"
"66254","331268","331268","331268","0.2861945927143097","0.2861945927143097","0.2861945927143097"
"66256","331278","331278","331278","0.4402790069580078","0.4402790069580078","0.4402790069580078"
"66258","331288","331288","331288","0.2933717668056488","0.2933717668056488","0.2933717668056488"
"66267","331333","331333","331333","1.8815593719482422","1.8815593719482422","1.8815593719482422"
"66293","331463","331463","331463","0.7457512021064758","0.7457512021064758","0.7457512021064758"
"66297","331483","331483","331483","1.8101677894592285","1.8101677894592285","1.8101677894592285"
"66306","331528","331528","331528","0.13223202526569366","0.13223202526569366","0.13223202526569366"
"66316","331578","331578","331578","0.734997034072876","0.734997034072876","0.734997034072876"
"66335","331673","331673","331673","0.4992947578430176","0.4992947578430176","0.4992947578430176"
"66357","331783","331783","331783","0.9054367542266846","0.9054367542266846","0.9054367542266846"
"66363","331813","331813","331813","0.1749875694513321","0.1749875694513321","0.1749875694513321"
"66377","331883","331883","331883","1.283092737197876","1.283092737197876","1.283092737197876"
"66380","331898","331898","331898","0.2721671164035797","0.2721671164035797","0.2721671164035797"
"66397","331983","331983","331983","0.48625239729881287","0.48625239729881287","0.48625239729881287"
"66430","332148","332148","332148","0.10030721127986908","0.10030721127986908","0.10030721127986908"
"66438","332188","332188","332188","0.9541791677474976","0.9541791677474976","0.9541791677474976"
"66445","332223","332223","332223","0.7295568585395813","0.7295568585395813","0.7295568585395813"
"66447","332233","332233","332233","0.31951403617858887","0.31951403617858887","0.31951403617858887"
"66449","332243","332243","332243","0.6943097114562988","0.6943097114562988","0.6943097114562988"
"66465","332323","332323","332323","0.47510677576065063","0.47510677576065063","0.47510677576065063"
"66469","332343","332343","332343","0.9079526662826538","0.9079526662826538","0.9079526662826538"
"66491","332453","332453","332453","1.8318557739257812","1.8318557739257812","1.8318557739257812"
"66500","332498","332498","332498","1.0823365449905396","1.0823365449905396","1.0823365449905396"
"66509","332543","332543","332543","1.227109432220459","1.227109432220459","1.227109432220459"
"66533","332663","332663","332663","0.30886566638946533","0.30886566638946533","0.30886566638946533"
"66546","332728","332728","332728","0.311100035905838","0.311100035905838","0.311100035905838"
"66551","332753","332753","332753","1.1746063232421875","1.1746063232421875","1.1746063232421875"
"66573","332863","332863","332863","0.6717945337295532","0.6717945337295532","0.6717945337295532"
"66579","332893","332893","332893","0.2111712098121643","0.2111712098121643","0.2111712098121643"
"66581","332903","332903","332903","1.1180579662322998","1.1180579662322998","1.1180579662322998"
"66583","332913","332913","332913","0.2909466624259949","0.2909466624259949","0.2909466624259949"
"66604","333018","333018","333018","0.3145877718925476","0.3145877718925476","0.3145877718925476"
"66606","333028","333028","333028","0.9385840892791748","0.9385840892791748","0.9385840892791748"
"66612","333058","333058","333058","1.4747593402862549","1.4747593402862549","1.4747593402862549"
"66615","333073","333073","333073","1.6504673957824707","1.6504673957824707","1.6504673957824707"
"66625","333123","333123","333123","0.2370356023311615","0.2370356023311615","0.2370356023311615"
"66639","333193","333193","333193","0.9436123371124268","0.9436123371124268","0.9436123371124268"
"66657","333283","333283","333283","0.6444122791290283","0.6444122791290283","0.6444122791290283"
"66681","333403","333403","333403","0.8353757858276367","0.8353757858276367","0.8353757858276367"
"66696","333478","333478","333478","0.5380072593688965","0.5380072593688965","0.5380072593688965"
"66698","333488","333488","333488","1.337476134300232","1.337476134300232","1.337476134300232"
"66725","333623","333623","333623","1.5900132656097412","1.5900132656097412","1.5900132656097412"
"66735","333673","333673","333673","0.2569810748100281","0.2569810748100281","0.2569810748100281"
"66761","333803","333803","333803","0.5586158037185669","0.5586158037185669","0.5586158037185669"
"66766","333828","333828","333828","0.5032142996788025","0.5032142996788025","0.5032142996788025"
"66782","333908","333908","333908","1.3056933879852295","1.3056933879852295","1.3056933879852295"
"66818","334088","334088","334088","1.3425920009613037","1.3425920009613037","1.3425920009613037"
"66860","334298","334298","334298","0.6927469968795776","0.6927469968795776","0.6927469968795776"
"66870","334348","334348","334348","1.1890826225280762","1.1890826225280762","1.1890826225280762"
"66884","334418","334418","334418","0.47146713733673096","0.47146713733673096","0.47146713733673096"
"66897","334483","334483","334483","0.2584146559238434","0.2584146559238434","0.2584146559238434"
"66910","334548","334548","334548","0.06878669559955597","0.06878669559955597","0.06878669559955597"
"66946","334728","334728","334728","1.2579617500305176","1.2579617500305176","1.2579617500305176"
"66971","334853","334853","334853","2.0091476440429688","2.0091476440429688","2.0091476440429688"
"67005","335023","335023","335023","0.810765266418457","0.810765266418457","0.810765266418457"
"67021","335103","335103","335103","0.7243226170539856","0.7243226170539856","0.7243226170539856"
"67025","335123","335123","335123","1.0081839561462402","1.0081839561462402","1.0081839561462402"
"67035","335173","335173","335173","0.3932669758796692","0.3932669758796692","0.3932669758796692"
"67060","335298","335298","335298","1.1529695987701416","1.1529695987701416","1.1529695987701416"
"67067","335333","335333","335333","0.5272880792617798","0.5272880792617798","0.5272880792617798"
"67069","335343","335343","335343","0.07799242436885834","0.07799242436885834","0.07799242436885834"
"67082","335408","335408","335408","0.13188129663467407","0.13188129663467407","0.13188129663467407"
"67127","335633","335633","335633","1.2094578742980957","1.2094578742980957","1.2094578742980957"
"67131","335653","335653","335653","1.1073261499404907","1.1073261499404907","1.1073261499404907"
"67135","335673","335673","335673","0.5415171980857849","0.5415171980857849","0.5415171980857849"
"67139","335693","335693","335693","0.401714026927948","0.401714026927948","0.401714026927948"
"67165","335823","335823","335823","1.5580168962478638","1.5580168962478638","1.5580168962478638"
"67168","335838","335838","335838","0.2900973856449127","0.2900973856449127","0.2900973856449127"
"67174","335868","335868","335868","0.5051528811454773","0.5051528811454773","0.5051528811454773"
"67193","335963","335963","335963","0.7714090347290039","0.7714090347290039","0.7714090347290039"
"67201","336003","336003","336003","0.428015798330307","0.428015798330307","0.428015798330307"
"67202","336008","336008","336008","1.0588254928588867","1.0588254928588867","1.0588254928588867"
"67205","336023","336023","336023","0.2943177819252014","0.2943177819252014","0.2943177819252014"
"67214","336068","336068","336068","1.317676067352295","1.317676067352295","1.317676067352295"
"67216","336078","336078","336078","0.30450814962387085","0.30450814962387085","0.30450814962387085"
"67224","336118","336118","336118","0.5187004804611206","0.5187004804611206","0.5187004804611206"
"67231","336153","336153","336153","0.8210299611091614","0.8210299611091614","0.8210299611091614"
"67248","336238","336238","336238","0.8736581802368164","0.8736581802368164","0.8736581802368164"
"67249","336243","336243","336243","0.20725375413894653","0.20725375413894653","0.20725375413894653"
"67267","336333","336333","336333","1.0335958003997803","1.0335958003997803","1.0335958003997803"
"67275","336373","336373","336373","0.4988977909088135","0.4988977909088135","0.4988977909088135"
"67289","336443","336443","336443","0.4148832857608795","0.4148832857608795","0.4148832857608795"
"67299","336493","336493","336493","1.7595112323760986","1.7595112323760986","1.7595112323760986"
"67333","336663","336663","336663","0.11862064898014069","0.11862064898014069","0.11862064898014069"
"67335","336673","336673","336673","0.3069505989551544","0.3069505989551544","0.3069505989551544"
"67347","336733","336733","336733","0.6321919560432434","0.6321919560432434","0.6321919560432434"
"67360","336798","336798","336798","2.5895590782165527","2.5895590782165527","2.5895590782165527"
"67371","336853","336853","336853","0.630368173122406","0.630368173122406","0.630368173122406"
"67374","336868","336868","336868","0.770691990852356","0.770691990852356","0.770691990852356"
"67376","336878","336878","336878","1.1569656133651733","1.1569656133651733","1.1569656133651733"
"67381","336903","336903","336903","0.4930766224861145","0.4930766224861145","0.4930766224861145"
"67385","336923","336923","336923","0.37368130683898926","0.37368130683898926","0.37368130683898926"
"67394","336968","336968","336968","0.39568716287612915","0.39568716287612915","0.39568716287612915"
"67403","337013","337013","337013","0.45376378297805786","0.45376378297805786","0.45376378297805786"
"67417","337083","337083","337083","1.3482671976089478","1.3482671976089478","1.3482671976089478"
"67424","337118","337118","337118","0.44172537326812744","0.44172537326812744","0.44172537326812744"
"67467","337333","337333","337333","1.7447069883346558","1.7447069883346558","1.7447069883346558"
"67474","337368","337368","337368","0.12744000554084778","0.12744000554084778","0.12744000554084778"
"67487","337433","337433","337433","0.32708218693733215","0.32708218693733215","0.32708218693733215"
"67489","337443","337443","337443","0.40235817432403564","0.40235817432403564","0.40235817432403564"
"67491","337453","337453","337453","1.7138149738311768","1.7138149738311768","1.7138149738311768"
"67504","337518","337518","337518","0.8081230521202087","0.8081230521202087","0.8081230521202087"
"67507","337533","337533","337533","2.6222808361053467","2.6222808361053467","2.6222808361053467"
"67508","337538","337538","337538","0.5180859565734863","0.5180859565734863","0.5180859565734863"
"67510","337548","337548","337548","1.6784321069717407","1.6784321069717407","1.6784321069717407"
"67512","337558","337558","337558","0.8962742686271667","0.8962742686271667","0.8962742686271667"
"67522","337608","337608","337608","0.6059854030609131","0.6059854030609131","0.6059854030609131"
"67528","337638","337638","337638","0.25576233863830566","0.25576233863830566","0.25576233863830566"
"67530","337648","337648","337648","0.9359267354011536","0.9359267354011536","0.9359267354011536"
"67567","337833","337833","337833","0.4255738854408264","0.4255738854408264","0.4255738854408264"
"67580","337898","337898","337898","0.46778178215026855","0.46778178215026855","0.46778178215026855"
"67588","337938","337938","337938","0.5902241468429565","0.5902241468429565","0.5902241468429565"
"67597","337983","337983","337983","0.6002940535545349","0.6002940535545349","0.6002940535545349"
"67612","338058","338058","338058","1.0489733219146729","1.0489733219146729","1.0489733219146729"
"67615","338073","338073","338073","0.2600694000720978","0.2600694000720978","0.2600694000720978"
"67623","338113","338113","338113","0.7018272876739502","0.7018272876739502","0.7018272876739502"
"67627","338133","338133","338133","0.7297428846359253","0.7297428846359253","0.7297428846359253"
"67633","338163","338163","338163","1.1366978883743286","1.1366978883743286","1.1366978883743286"
"67661","338303","338303","338303","1.3156957626342773","1.3156957626342773","1.3156957626342773"
"67668","338338","338338","338338","1.4575496912002563","1.4575496912002563","1.4575496912002563"
"67690","338448","338448","338448","0.27571386098861694","0.27571386098861694","0.27571386098861694"
"67695","338473","338473","338473","0.9128448963165283","0.9128448963165283","0.9128448963165283"
"67713","338563","338563","338563","0.5223617553710938","0.5223617553710938","0.5223617553710938"
"67716","338578","338578","338578","0.7171921133995056","0.7171921133995056","0.7171921133995056"
"67804","339018","339018","339018","0.2058108150959015","0.2058108150959015","0.2058108150959015"
"67817","339083","339083","339083","0.6203981637954712","0.6203981637954712","0.6203981637954712"
"67824","339118","339118","339118","1.269759178161621","1.269759178161621","1.269759178161621"
"67826","339128","339128","339128","2.3271186351776123","2.3271186351776123","2.3271186351776123"
"67840","339198","339198","339198","0.25842711329460144","0.25842711329460144","0.25842711329460144"
"67852","339258","339258","339258","0.3362678289413452","0.3362678289413452","0.3362678289413452"
"67873","339363","339363","339363","0.4360056221485138","0.4360056221485138","0.4360056221485138"
"67879","339393","339393","339393","0.8948884606361389","0.8948884606361389","0.8948884606361389"
"67890","339448","339448","339448","0.8763149380683899","0.8763149380683899","0.8763149380683899"
"67913","339563","339563","339563","0.6784366369247437","0.6784366369247437","0.6784366369247437"
"67916","339578","339578","339578","0.18065565824508667","0.18065565824508667","0.18065565824508667"
"67922","339608","339608","339608","1.8386008739471436","1.8386008739471436","1.8386008739471436"
"67939","339693","339693","339693","0.7623704671859741","0.7623704671859741","0.7623704671859741"
"67970","339848","339848","339848","0.15158841013908386","0.15158841013908386","0.15158841013908386"
"68010","340048","340048","340048","1.5196936130523682","1.5196936130523682","1.5196936130523682"
"68038","340188","340188","340188","0.5005125999450684","0.5005125999450684","0.5005125999450684"
"68041","340203","340203","340203","0.3201679289340973","0.3201679289340973","0.3201679289340973"
"68044","340218","340218","340218","0.2340739369392395","0.2340739369392395","0.2340739369392395"
"68047","340233","340233","340233","0.44530147314071655","0.44530147314071655","0.44530147314071655"
"68060","340298","340298","340298","0.33540987968444824","0.33540987968444824","0.33540987968444824"
"68074","340368","340368","340368","0.6181720495223999","0.6181720495223999","0.6181720495223999"
"68082","340408","340408","340408","0.0695701539516449","0.0695701539516449","0.0695701539516449"
"68140","340698","340698","340698","0.5392601490020752","0.5392601490020752","0.5392601490020752"
"68151","340753","340753","340753","1.0333712100982666","1.0333712100982666","1.0333712100982666"
"68159","340793","340793","340793","1.2324512004852295","1.2324512004852295","1.2324512004852295"
"68187","340933","340933","340933","1.0753052234649658","1.0753052234649658","1.0753052234649658"
"68202","341008","341008","341008","0.17361272871494293","0.17361272871494293","0.17361272871494293"
"68203","341013","341013","341013","1.0759012699127197","1.0759012699127197","1.0759012699127197"
"68221","341103","341103","341103","0.7766392827033997","0.7766392827033997","0.7766392827033997"
"68223","341113","341113","341113","0.6566330194473267","0.6566330194473267","0.6566330194473267"
"68228","341138","341138","341138","0.8276453614234924","0.8276453614234924","0.8276453614234924"
"68254","341268","341268","341268","1.1653995513916016","1.1653995513916016","1.1653995513916016"
"68255","341273","341273","341273","0.24054910242557526","0.24054910242557526","0.24054910242557526"
"68280","341398","341398","341398","0.7800408005714417","0.7800408005714417","0.7800408005714417"
"68287","341433","341433","341433","2.0922272205352783","2.0922272205352783","2.0922272205352783"
"68294","341468","341468","341468","0.14440622925758362","0.14440622925758362","0.14440622925758362"
"68305","341523","341523","341523","0.42091163992881775","0.42091163992881775","0.42091163992881775"
"68314","341568","341568","341568","0.9042774438858032","0.9042774438858032","0.9042774438858032"
"68343","341713","341713","341713","0.5970662832260132","0.5970662832260132","0.5970662832260132"
"68349","341743","341743","341743","0.37428897619247437","0.37428897619247437","0.37428897619247437"
"68362","341808","341808","341808","0.6888467073440552","0.6888467073440552","0.6888467073440552"
"68384","341918","341918","341918","1.2721977233886719","1.2721977233886719","1.2721977233886719"
"68390","341948","341948","341948","0.4823002219200134","0.4823002219200134","0.4823002219200134"
"68403","342013","342013","342013","0.844788134098053","0.844788134098053","0.844788134098053"
"68411","342053","342053","342053","0.18354332447052002","0.18354332447052002","0.18354332447052002"
"68474","342368","342368","342368","0.7249405384063721","0.7249405384063721","0.7249405384063721"
"68477","342383","342383","342383","1.4643690586090088","1.4643690586090088","1.4643690586090088"
"68482","342408","342408","342408","0.852173388004303","0.852173388004303","0.852173388004303"
"68495","342473","342473","342473","0.13261395692825317","0.13261395692825317","0.13261395692825317"
"68559","342793","342793","342793","1.243797779083252","1.243797779083252","1.243797779083252"
"68564","342818","342818","342818","0.4809896945953369","0.4809896945953369","0.4809896945953369"
"68566","342828","342828","342828","1.6066217422485352","1.6066217422485352","1.6066217422485352"
"68570","342848","342848","342848","0.8118293285369873","0.8118293285369873","0.8118293285369873"
"68573","342863","342863","342863","0.4876853823661804","0.4876853823661804","0.4876853823661804"
"68605","343023","343023","343023","0.9251797795295715","0.9251797795295715","0.9251797795295715"
"68612","343058","343058","343058","0.5097023248672485","0.5097023248672485","0.5097023248672485"
"68618","343088","343088","343088","0.15485376119613647","0.15485376119613647","0.15485376119613647"
"68628","343138","343138","343138","0.3888838291168213","0.3888838291168213","0.3888838291168213"
"68640","343198","343198","343198","0.5886073112487793","0.5886073112487793","0.5886073112487793"
"68673","343363","343363","343363","0.7252086400985718","0.7252086400985718","0.7252086400985718"
"68676","343378","343378","343378","0.38045430183410645","0.38045430183410645","0.38045430183410645"
"68677","343383","343383","343383","0.2893356680870056","0.2893356680870056","0.2893356680870056"
"68718","343588","343588","343588","0.358553022146225","0.358553022146225","0.358553022146225"
"68719","343593","343593","343593","0.5350488424301147","0.5350488424301147","0.5350488424301147"
"68727","343633","343633","343633","0.8367998600006104","0.8367998600006104","0.8367998600006104"
"68741","343703","343703","343703","0.5916246175765991","0.5916246175765991","0.5916246175765991"
"68767","343833","343833","343833","1.4966198205947876","1.4966198205947876","1.4966198205947876"
"68768","343838","343838","343838","0.22798532247543335","0.22798532247543335","0.22798532247543335"
"68772","343858","343858","343858","0.9432262182235718","0.9432262182235718","0.9432262182235718"
"68782","343908","343908","343908","1.3588169813156128","1.3588169813156128","1.3588169813156128"
"68792","343958","343958","343958","1.7407134771347046","1.7407134771347046","1.7407134771347046"
"68803","344013","344013","344013","1.0614652633666992","1.0614652633666992","1.0614652633666992"
"68821","344103","344103","344103","1.104733943939209","1.104733943939209","1.104733943939209"
"68824","344118","344118","344118","0.2740105092525482","0.2740105092525482","0.2740105092525482"
"68827","344133","344133","344133","0.47200819849967957","0.47200819849967957","0.47200819849967957"
"68846","344228","344228","344228","0.3448485732078552","0.3448485732078552","0.3448485732078552"
"68850","344248","344248","344248","0.6762845516204834","0.6762845516204834","0.6762845516204834"
"68854","344268","344268","344268","0.0726228654384613","0.0726228654384613","0.0726228654384613"
"68905","344523","344523","344523","0.9318089485168457","0.9318089485168457","0.9318089485168457"
"68922","344608","344608","344608","0.4268662929534912","0.4268662929534912","0.4268662929534912"
"68928","344638","344638","344638","0.6386930346488953","0.6386930346488953","0.6386930346488953"
"68947","344733","344733","344733","0.732024073600769","0.732024073600769","0.732024073600769"
"68949","344743","344743","344743","0.35960543155670166","0.35960543155670166","0.35960543155670166"
"68955","344773","344773","344773","0.8256663084030151","0.8256663084030151","0.8256663084030151"
"68962","344808","344808","344808","0.5752527713775635","0.5752527713775635","0.5752527713775635"
"69008","345038","345038","345038","0.328338086605072","0.328338086605072","0.328338086605072"
"69058","345288","345288","345288","0.66409832239151","0.66409832239151","0.66409832239151"
"69059","345293","345293","345293","0.6377005577087402","0.6377005577087402","0.6377005577087402"
"69087","345433","345433","345433","0.5709733366966248","0.5709733366966248","0.5709733366966248"
"69098","345488","345488","345488","0.781927227973938","0.781927227973938","0.781927227973938"
"69113","345563","345563","345563","1.366949439048767","1.366949439048767","1.366949439048767"
"69118","345588","345588","345588","0.4859243631362915","0.4859243631362915","0.4859243631362915"
"69121","345603","345603","345603","0.9612088203430176","0.9612088203430176","0.9612088203430176"
"69125","345623","345623","345623","0.8359236717224121","0.8359236717224121","0.8359236717224121"
"69143","345713","345713","345713","0.36796462535858154","0.36796462535858154","0.36796462535858154"
"69163","345813","345813","345813","0.7030004262924194","0.7030004262924194","0.7030004262924194"
"69166","345828","345828","345828","0.40479838848114014","0.40479838848114014","0.40479838848114014"
"69167","345833","345833","345833","1.343138337135315","1.343138337135315","1.343138337135315"
"69172","345858","345858","345858","0.8534475564956665","0.8534475564956665","0.8534475564956665"
"69182","345908","345908","345908","0.15442290902137756","0.15442290902137756","0.15442290902137756"
"69195","345973","345973","345973","1.2910348176956177","1.2910348176956177","1.2910348176956177"
"69203","346013","346013","346013","0.43996313214302063","0.43996313214302063","0.43996313214302063"
"69213","346063","346063","346063","0.5895271897315979","0.5895271897315979","0.5895271897315979"
"69222","346108","346108","346108","0.47800588607788086","0.47800588607788086","0.47800588607788086"
"69227","346133","346133","346133","0.6565973162651062","0.6565973162651062","0.6565973162651062"
"69297","346483","346483","346483","1.0579116344451904","1.0579116344451904","1.0579116344451904"
"69300","346498","346498","346498","0.5933758020401001","0.5933758020401001","0.5933758020401001"
"69316","346578","346578","346578","0.3065055012702942","0.3065055012702942","0.3065055012702942"
"69332","346658","346658","346658","1.5574805736541748","1.5574805736541748","1.5574805736541748"
"69333","346663","346663","346663","1.8480844497680664","1.8480844497680664","1.8480844497680664"
"69335","346673","346673","346673","0.515668511390686","0.515668511390686","0.515668511390686"
"69361","346803","346803","346803","0.320634126663208","0.320634126663208","0.320634126663208"
"69371","346853","346853","346853","0.2636907696723938","0.2636907696723938","0.2636907696723938"
"69376","346878","346878","346878","0.4782373309135437","0.4782373309135437","0.4782373309135437"
"69389","346943","346943","346943","0.7149150371551514","0.7149150371551514","0.7149150371551514"
