"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Dwell-time loss","run-multi-task-without-debiasing - Dwell-time loss__MIN","run-multi-task-without-debiasing - Dwell-time loss__MAX"
"72955","364773","364773","364773","0.8295937776565552","0.8295937776565552","0.8295937776565552"
"72957","364783","364783","364783","0.8286091089248657","0.8286091089248657","0.8286091089248657"
"72977","364883","364883","364883","0.2623581886291504","0.2623581886291504","0.2623581886291504"
"73031","365153","365153","365153","0.3491927981376648","0.3491927981376648","0.3491927981376648"
"73036","365178","365178","365178","0.3325692415237427","0.3325692415237427","0.3325692415237427"
"73038","365188","365188","365188","0.7955670356750488","0.7955670356750488","0.7955670356750488"
"73042","365208","365208","365208","0.09543879330158234","0.09543879330158234","0.09543879330158234"
"73047","365233","365233","365233","1.1788930892944336","1.1788930892944336","1.1788930892944336"
"73061","365303","365303","365303","1.0651092529296875","1.0651092529296875","1.0651092529296875"
"73065","365323","365323","365323","2.128099203109741","2.128099203109741","2.128099203109741"
"73070","365348","365348","365348","0.38424769043922424","0.38424769043922424","0.38424769043922424"
"73073","365363","365363","365363","0.7373369336128235","0.7373369336128235","0.7373369336128235"
"73092","365458","365458","365458","1.5093213319778442","1.5093213319778442","1.5093213319778442"
"73097","365483","365483","365483","0.5630015730857849","0.5630015730857849","0.5630015730857849"
"73118","365588","365588","365588","0.1678418219089508","0.1678418219089508","0.1678418219089508"
"73122","365608","365608","365608","0.3194500207901001","0.3194500207901001","0.3194500207901001"
"73126","365628","365628","365628","2.024256706237793","2.024256706237793","2.024256706237793"
"73129","365643","365643","365643","0.4544993042945862","0.4544993042945862","0.4544993042945862"
"73143","365713","365713","365713","0.6323052644729614","0.6323052644729614","0.6323052644729614"
"73178","365888","365888","365888","1.5715551376342773","1.5715551376342773","1.5715551376342773"
"73179","365893","365893","365893","0.3949146866798401","0.3949146866798401","0.3949146866798401"
"73181","365903","365903","365903","2.2506303787231445","2.2506303787231445","2.2506303787231445"
"73194","365968","365968","365968","0.1465895026922226","0.1465895026922226","0.1465895026922226"
"73250","366248","366248","366248","0.4479300379753113","0.4479300379753113","0.4479300379753113"
"73251","366253","366253","366253","0.566714882850647","0.566714882850647","0.566714882850647"
"73267","366333","366333","366333","0.9640275239944458","0.9640275239944458","0.9640275239944458"
"73282","366408","366408","366408","0.1771135926246643","0.1771135926246643","0.1771135926246643"
"73283","366413","366413","366413","1.7396832704544067","1.7396832704544067","1.7396832704544067"
"73288","366438","366438","366438","0.6158463954925537","0.6158463954925537","0.6158463954925537"
"73296","366478","366478","366478","0.9440975189208984","0.9440975189208984","0.9440975189208984"
"73312","366558","366558","366558","2.1408579349517822","2.1408579349517822","2.1408579349517822"
"73314","366568","366568","366568","0.47315239906311035","0.47315239906311035","0.47315239906311035"
"73320","366598","366598","366598","0.9964834451675415","0.9964834451675415","0.9964834451675415"
"73340","366698","366698","366698","0.2493630349636078","0.2493630349636078","0.2493630349636078"
"73341","366703","366703","366703","0.20699486136436462","0.20699486136436462","0.20699486136436462"
"73348","366738","366738","366738","0.33288466930389404","0.33288466930389404","0.33288466930389404"
"73361","366803","366803","366803","0.10881966352462769","0.10881966352462769","0.10881966352462769"
"73374","366868","366868","366868","0.9629088640213013","0.9629088640213013","0.9629088640213013"
"73395","366973","366973","366973","0.5968552827835083","0.5968552827835083","0.5968552827835083"
"73419","367093","367093","367093","0.27159690856933594","0.27159690856933594","0.27159690856933594"
"73441","367203","367203","367203","0.9786044359207153","0.9786044359207153","0.9786044359207153"
"73449","367243","367243","367243","0.6825083494186401","0.6825083494186401","0.6825083494186401"
"73457","367283","367283","367283","0.8207142353057861","0.8207142353057861","0.8207142353057861"
"73462","367308","367308","367308","1.228753924369812","1.228753924369812","1.228753924369812"
"73464","367318","367318","367318","0.9341672658920288","0.9341672658920288","0.9341672658920288"
"73466","367328","367328","367328","0.1789075881242752","0.1789075881242752","0.1789075881242752"
"73471","367353","367353","367353","0.8839107751846313","0.8839107751846313","0.8839107751846313"
"73473","367363","367363","367363","0.8526859283447266","0.8526859283447266","0.8526859283447266"
"73475","367373","367373","367373","1.0242047309875488","1.0242047309875488","1.0242047309875488"
"73505","367523","367523","367523","0.8588088154792786","0.8588088154792786","0.8588088154792786"
"73511","367553","367553","367553","1.47157883644104","1.47157883644104","1.47157883644104"
"73535","367673","367673","367673","0.8598659634590149","0.8598659634590149","0.8598659634590149"
"73540","367698","367698","367698","0.36447519063949585","0.36447519063949585","0.36447519063949585"
"73553","367763","367763","367763","0.4623398780822754","0.4623398780822754","0.4623398780822754"
"73555","367773","367773","367773","0.2941204011440277","0.2941204011440277","0.2941204011440277"
"73556","367778","367778","367778","1.2549502849578857","1.2549502849578857","1.2549502849578857"
"73560","367798","367798","367798","0.4755086302757263","0.4755086302757263","0.4755086302757263"
"73570","367848","367848","367848","0.2616497874259949","0.2616497874259949","0.2616497874259949"
"73609","368043","368043","368043","0.30306488275527954","0.30306488275527954","0.30306488275527954"
"73614","368068","368068","368068","0.879108190536499","0.879108190536499","0.879108190536499"
"73616","368078","368078","368078","1.472480058670044","1.472480058670044","1.472480058670044"
"73618","368088","368088","368088","0.9308264851570129","0.9308264851570129","0.9308264851570129"
"73633","368163","368163","368163","0.6191984415054321","0.6191984415054321","0.6191984415054321"
"73643","368213","368213","368213","0.11910302191972733","0.11910302191972733","0.11910302191972733"
"73649","368243","368243","368243","0.3716288208961487","0.3716288208961487","0.3716288208961487"
"73663","368313","368313","368313","0.3719600439071655","0.3719600439071655","0.3719600439071655"
"73666","368328","368328","368328","0.09005087614059448","0.09005087614059448","0.09005087614059448"
"73669","368343","368343","368343","0.4014054834842682","0.4014054834842682","0.4014054834842682"
"73721","368603","368603","368603","1.1935919523239136","1.1935919523239136","1.1935919523239136"
"73726","368628","368628","368628","0.4588703513145447","0.4588703513145447","0.4588703513145447"
"73775","368873","368873","368873","0.6164002418518066","0.6164002418518066","0.6164002418518066"
"73810","369048","369048","369048","0.14563661813735962","0.14563661813735962","0.14563661813735962"
"73820","369098","369098","369098","1.180129051208496","1.180129051208496","1.180129051208496"
"73841","369203","369203","369203","0.19530795514583588","0.19530795514583588","0.19530795514583588"
"73871","369353","369353","369353","0.578750491142273","0.578750491142273","0.578750491142273"
"73872","369358","369358","369358","0.29507988691329956","0.29507988691329956","0.29507988691329956"
"73887","369433","369433","369433","1.2828633785247803","1.2828633785247803","1.2828633785247803"
"73891","369453","369453","369453","0.3026604950428009","0.3026604950428009","0.3026604950428009"
"73895","369473","369473","369473","1.1034611463546753","1.1034611463546753","1.1034611463546753"
"73907","369533","369533","369533","1.402693510055542","1.402693510055542","1.402693510055542"
"73917","369583","369583","369583","0.7225534319877625","0.7225534319877625","0.7225534319877625"
"73919","369593","369593","369593","1.4490525722503662","1.4490525722503662","1.4490525722503662"
"73939","369693","369693","369693","0.38355928659439087","0.38355928659439087","0.38355928659439087"
"73956","369778","369778","369778","0.9813193082809448","0.9813193082809448","0.9813193082809448"
"73997","369983","369983","369983","0.5227130651473999","0.5227130651473999","0.5227130651473999"
"74007","370033","370033","370033","0.5985234975814819","0.5985234975814819","0.5985234975814819"
"74023","370113","370113","370113","0.32636600732803345","0.32636600732803345","0.32636600732803345"
"74024","370118","370118","370118","0.7375634908676147","0.7375634908676147","0.7375634908676147"
"74037","370183","370183","370183","0.9308022260665894","0.9308022260665894","0.9308022260665894"
"74038","370188","370188","370188","0.8668447732925415","0.8668447732925415","0.8668447732925415"
"74048","370238","370238","370238","0.385725200176239","0.385725200176239","0.385725200176239"
"74058","370288","370288","370288","0.9619904160499573","0.9619904160499573","0.9619904160499573"
"74089","370443","370443","370443","0.24540869891643524","0.24540869891643524","0.24540869891643524"
"74108","370538","370538","370538","0.7773668169975281","0.7773668169975281","0.7773668169975281"
"74123","370613","370613","370613","0.4203541576862335","0.4203541576862335","0.4203541576862335"
"74126","370628","370628","370628","0.14678314328193665","0.14678314328193665","0.14678314328193665"
"74144","370718","370718","370718","0.42352718114852905","0.42352718114852905","0.42352718114852905"
"74156","370778","370778","370778","0.6275938749313354","0.6275938749313354","0.6275938749313354"
"74166","370828","370828","370828","0.9319865703582764","0.9319865703582764","0.9319865703582764"
"74182","370908","370908","370908","1.4942177534103394","1.4942177534103394","1.4942177534103394"
"74193","370963","370963","370963","0.7663828134536743","0.7663828134536743","0.7663828134536743"
"74195","370973","370973","370973","1.011563777923584","1.011563777923584","1.011563777923584"
"74216","371078","371078","371078","1.43486750125885","1.43486750125885","1.43486750125885"
"74230","371148","371148","371148","0.08378200978040695","0.08378200978040695","0.08378200978040695"
"74247","371233","371233","371233","2.1069164276123047","2.1069164276123047","2.1069164276123047"
"74263","371313","371313","371313","0.28707051277160645","0.28707051277160645","0.28707051277160645"
"74269","371343","371343","371343","2.0598623752593994","2.0598623752593994","2.0598623752593994"
"74277","371383","371383","371383","1.9011030197143555","1.9011030197143555","1.9011030197143555"
"74284","371418","371418","371418","0.17215730249881744","0.17215730249881744","0.17215730249881744"
"74285","371423","371423","371423","1.0983870029449463","1.0983870029449463","1.0983870029449463"
"74286","371428","371428","371428","0.642876386642456","0.642876386642456","0.642876386642456"
"74301","371503","371503","371503","0.23530006408691406","0.23530006408691406","0.23530006408691406"
"74305","371523","371523","371523","1.2544050216674805","1.2544050216674805","1.2544050216674805"
"74308","371538","371538","371538","0.17871209979057312","0.17871209979057312","0.17871209979057312"
"74319","371593","371593","371593","1.7289925813674927","1.7289925813674927","1.7289925813674927"
"74326","371628","371628","371628","0.2437238097190857","0.2437238097190857","0.2437238097190857"
"74331","371653","371653","371653","1.0979067087173462","1.0979067087173462","1.0979067087173462"
"74339","371693","371693","371693","0.5786838531494141","0.5786838531494141","0.5786838531494141"
"74363","371813","371813","371813","0.3149262070655823","0.3149262070655823","0.3149262070655823"
"74371","371853","371853","371853","0.9801716804504395","0.9801716804504395","0.9801716804504395"
"74380","371898","371898","371898","0.49320730566978455","0.49320730566978455","0.49320730566978455"
"74390","371948","371948","371948","1.703753113746643","1.703753113746643","1.703753113746643"
"74393","371963","371963","371963","0.9892222285270691","0.9892222285270691","0.9892222285270691"
"74403","372013","372013","372013","0.3141225576400757","0.3141225576400757","0.3141225576400757"
"74423","372113","372113","372113","2.005587100982666","2.005587100982666","2.005587100982666"
"74425","372123","372123","372123","2.8635857105255127","2.8635857105255127","2.8635857105255127"
"74456","372278","372278","372278","0.4217555522918701","0.4217555522918701","0.4217555522918701"
"74470","372348","372348","372348","1.0422123670578003","1.0422123670578003","1.0422123670578003"
"74487","372433","372433","372433","1.5013673305511475","1.5013673305511475","1.5013673305511475"
"74495","372473","372473","372473","1.201458215713501","1.201458215713501","1.201458215713501"
"74515","372573","372573","372573","0.38217705488204956","0.38217705488204956","0.38217705488204956"
"74522","372608","372608","372608","1.3390706777572632","1.3390706777572632","1.3390706777572632"
"74604","373018","373018","373018","1.0171986818313599","1.0171986818313599","1.0171986818313599"
"74609","373043","373043","373043","0.2502913177013397","0.2502913177013397","0.2502913177013397"
"74657","373283","373283","373283","1.0627132654190063","1.0627132654190063","1.0627132654190063"
"74661","373303","373303","373303","0.5717865228652954","0.5717865228652954","0.5717865228652954"
"74666","373328","373328","373328","0.8940384387969971","0.8940384387969971","0.8940384387969971"
"74690","373448","373448","373448","0.12561486661434174","0.12561486661434174","0.12561486661434174"
"74691","373453","373453","373453","0.372702419757843","0.372702419757843","0.372702419757843"
"74697","373483","373483","373483","1.0435359477996826","1.0435359477996826","1.0435359477996826"
"74718","373588","373588","373588","1.1717586517333984","1.1717586517333984","1.1717586517333984"
"74730","373648","373648","373648","0.40020889043807983","0.40020889043807983","0.40020889043807983"
"74793","373963","373963","373963","0.2744719684123993","0.2744719684123993","0.2744719684123993"
"74810","374048","374048","374048","1.2342143058776855","1.2342143058776855","1.2342143058776855"
"74817","374083","374083","374083","0.3926505148410797","0.3926505148410797","0.3926505148410797"
"74861","374303","374303","374303","0.42951518297195435","0.42951518297195435","0.42951518297195435"
"74874","374368","374368","374368","1.2500383853912354","1.2500383853912354","1.2500383853912354"
"74875","374373","374373","374373","0.22129622101783752","0.22129622101783752","0.22129622101783752"
"74888","374438","374438","374438","0.43083280324935913","0.43083280324935913","0.43083280324935913"
"74889","374443","374443","374443","0.7101151943206787","0.7101151943206787","0.7101151943206787"
"74904","374518","374518","374518","4.298884868621826","4.298884868621826","4.298884868621826"
"74923","374613","374613","374613","0.7225725054740906","0.7225725054740906","0.7225725054740906"
"74925","374623","374623","374623","1.3194780349731445","1.3194780349731445","1.3194780349731445"
"74926","374628","374628","374628","0.42711341381073","0.42711341381073","0.42711341381073"
"74951","374753","374753","374753","0.8014277219772339","0.8014277219772339","0.8014277219772339"
"74956","374778","374778","374778","0.3565768003463745","0.3565768003463745","0.3565768003463745"
"74965","374823","374823","374823","0.7575932145118713","0.7575932145118713","0.7575932145118713"
"74980","374898","374898","374898","0.3636400103569031","0.3636400103569031","0.3636400103569031"
"74982","374908","374908","374908","0.528024435043335","0.528024435043335","0.528024435043335"
"74996","374978","374978","374978","0.8762258887290955","0.8762258887290955","0.8762258887290955"
"75002","375008","375008","375008","0.9860158562660217","0.9860158562660217","0.9860158562660217"
"75016","375078","375078","375078","1.165366530418396","1.165366530418396","1.165366530418396"
"75044","375218","375218","375218","0.9305630326271057","0.9305630326271057","0.9305630326271057"
"75053","375263","375263","375263","0.9987105131149292","0.9987105131149292","0.9987105131149292"
"75077","375383","375383","375383","0.3091166615486145","0.3091166615486145","0.3091166615486145"
"75110","375548","375548","375548","0.7490176558494568","0.7490176558494568","0.7490176558494568"
"75120","375598","375598","375598","0.618182897567749","0.618182897567749","0.618182897567749"
"75129","375643","375643","375643","0.07621408253908157","0.07621408253908157","0.07621408253908157"
"75163","375813","375813","375813","0.38247403502464294","0.38247403502464294","0.38247403502464294"
"75170","375848","375848","375848","0.6355193853378296","0.6355193853378296","0.6355193853378296"
"75186","375928","375928","375928","1.159708857536316","1.159708857536316","1.159708857536316"
"75200","375998","375998","375998","0.8151954412460327","0.8151954412460327","0.8151954412460327"
"75205","376023","376023","376023","0.6630396842956543","0.6630396842956543","0.6630396842956543"
"75219","376093","376093","376093","1.4281882047653198","1.4281882047653198","1.4281882047653198"
"75235","376173","376173","376173","0.41382235288619995","0.41382235288619995","0.41382235288619995"
"75240","376198","376198","376198","0.16506963968276978","0.16506963968276978","0.16506963968276978"
"75246","376228","376228","376228","1.0113475322723389","1.0113475322723389","1.0113475322723389"
"75252","376258","376258","376258","0.10671062767505646","0.10671062767505646","0.10671062767505646"
"75257","376283","376283","376283","0.32576704025268555","0.32576704025268555","0.32576704025268555"
"75259","376293","376293","376293","1.5188512802124023","1.5188512802124023","1.5188512802124023"
"75268","376338","376338","376338","0.632455050945282","0.632455050945282","0.632455050945282"
"75286","376428","376428","376428","1.254953145980835","1.254953145980835","1.254953145980835"
"75298","376488","376488","376488","1.278402328491211","1.278402328491211","1.278402328491211"
"75301","376503","376503","376503","1.0950043201446533","1.0950043201446533","1.0950043201446533"
"75303","376513","376513","376513","1.2408790588378906","1.2408790588378906","1.2408790588378906"
"75333","376663","376663","376663","0.11275434494018555","0.11275434494018555","0.11275434494018555"
"75338","376688","376688","376688","0.8359843492507935","0.8359843492507935","0.8359843492507935"
"75356","376778","376778","376778","0.6018416881561279","0.6018416881561279","0.6018416881561279"
"75369","376843","376843","376843","0.7506347894668579","0.7506347894668579","0.7506347894668579"
"75372","376858","376858","376858","0.6808083057403564","0.6808083057403564","0.6808083057403564"
"75391","376953","376953","376953","0.6428861021995544","0.6428861021995544","0.6428861021995544"
"75407","377033","377033","377033","0.7836619019508362","0.7836619019508362","0.7836619019508362"
"75420","377098","377098","377098","0.40668004751205444","0.40668004751205444","0.40668004751205444"
"75443","377213","377213","377213","0.9206346869468689","0.9206346869468689","0.9206346869468689"
"75470","377348","377348","377348","0.3140791356563568","0.3140791356563568","0.3140791356563568"
"75491","377453","377453","377453","0.3901596963405609","0.3901596963405609","0.3901596963405609"
"75517","377583","377583","377583","1.454177737236023","1.454177737236023","1.454177737236023"
"75524","377618","377618","377618","1.9140982627868652","1.9140982627868652","1.9140982627868652"
"75526","377628","377628","377628","1.297224521636963","1.297224521636963","1.297224521636963"
"75527","377633","377633","377633","0.3581368327140808","0.3581368327140808","0.3581368327140808"
"75528","377638","377638","377638","0.678002119064331","0.678002119064331","0.678002119064331"
"75546","377728","377728","377728","0.660163164138794","0.660163164138794","0.660163164138794"
"75582","377908","377908","377908","1.6182940006256104","1.6182940006256104","1.6182940006256104"
"75604","378018","378018","378018","0.4594731330871582","0.4594731330871582","0.4594731330871582"
"75607","378033","378033","378033","0.6336360573768616","0.6336360573768616","0.6336360573768616"
"75622","378108","378108","378108","0.6221993565559387","0.6221993565559387","0.6221993565559387"
"75624","378118","378118","378118","0.39206767082214355","0.39206767082214355","0.39206767082214355"
"75645","378223","378223","378223","0.7225652933120728","0.7225652933120728","0.7225652933120728"
"75646","378228","378228","378228","0.2507648468017578","0.2507648468017578","0.2507648468017578"
"75650","378248","378248","378248","0.2531915307044983","0.2531915307044983","0.2531915307044983"
"75701","378503","378503","378503","0.17949211597442627","0.17949211597442627","0.17949211597442627"
"75740","378698","378698","378698","0.4431561231613159","0.4431561231613159","0.4431561231613159"
"75749","378743","378743","378743","0.6713564395904541","0.6713564395904541","0.6713564395904541"
"75787","378933","378933","378933","0.09796930849552155","0.09796930849552155","0.09796930849552155"
"75791","378953","378953","378953","0.40167221426963806","0.40167221426963806","0.40167221426963806"
"75812","379058","379058","379058","0.8081430792808533","0.8081430792808533","0.8081430792808533"
"75836","379178","379178","379178","0.7005727887153625","0.7005727887153625","0.7005727887153625"
"75843","379213","379213","379213","0.5218652486801147","0.5218652486801147","0.5218652486801147"
"75853","379263","379263","379263","0.767733097076416","0.767733097076416","0.767733097076416"
"75871","379353","379353","379353","0.41985538601875305","0.41985538601875305","0.41985538601875305"
"75878","379388","379388","379388","0.7364434003829956","0.7364434003829956","0.7364434003829956"
"75882","379408","379408","379408","0.8281369805335999","0.8281369805335999","0.8281369805335999"
"75883","379413","379413","379413","0.8785560727119446","0.8785560727119446","0.8785560727119446"
"75910","379548","379548","379548","0.15817874670028687","0.15817874670028687","0.15817874670028687"
"75925","379623","379623","379623","1.8121757507324219","1.8121757507324219","1.8121757507324219"
"75938","379688","379688","379688","1.133546233177185","1.133546233177185","1.133546233177185"
"75955","379773","379773","379773","0.31148916482925415","0.31148916482925415","0.31148916482925415"
"75981","379903","379903","379903","0.41790586709976196","0.41790586709976196","0.41790586709976196"
"75996","379978","379978","379978","1.7170484066009521","1.7170484066009521","1.7170484066009521"
"75998","379988","379988","379988","0.7102687954902649","0.7102687954902649","0.7102687954902649"
"76011","380053","380053","380053","2.110645294189453","2.110645294189453","2.110645294189453"
"76026","380128","380128","380128","0.6077531576156616","0.6077531576156616","0.6077531576156616"
"76030","380148","380148","380148","0.3636399507522583","0.3636399507522583","0.3636399507522583"
"76031","380153","380153","380153","0.6564981341362","0.6564981341362","0.6564981341362"
"76033","380163","380163","380163","0.9066247344017029","0.9066247344017029","0.9066247344017029"
"76035","380173","380173","380173","1.5443580150604248","1.5443580150604248","1.5443580150604248"
"76036","380178","380178","380178","0.5739200115203857","0.5739200115203857","0.5739200115203857"
"76066","380328","380328","380328","1.0460326671600342","1.0460326671600342","1.0460326671600342"
"76071","380353","380353","380353","0.26616451144218445","0.26616451144218445","0.26616451144218445"
"76075","380373","380373","380373","0.6098304986953735","0.6098304986953735","0.6098304986953735"
"76100","380498","380498","380498","1.0243303775787354","1.0243303775787354","1.0243303775787354"
"76101","380503","380503","380503","0.40912365913391113","0.40912365913391113","0.40912365913391113"
"76108","380538","380538","380538","0.6592789888381958","0.6592789888381958","0.6592789888381958"
"76118","380588","380588","380588","1.452453374862671","1.452453374862671","1.452453374862671"
"76145","380723","380723","380723","0.8868933320045471","0.8868933320045471","0.8868933320045471"
"76155","380773","380773","380773","0.5658774375915527","0.5658774375915527","0.5658774375915527"
"76165","380823","380823","380823","2.2781262397766113","2.2781262397766113","2.2781262397766113"
"76173","380863","380863","380863","0.883924126625061","0.883924126625061","0.883924126625061"
"76185","380923","380923","380923","0.11474227905273438","0.11474227905273438","0.11474227905273438"
"76212","381058","381058","381058","0.9567602872848511","0.9567602872848511","0.9567602872848511"
"76213","381063","381063","381063","0.25016164779663086","0.25016164779663086","0.25016164779663086"
"76232","381158","381158","381158","0.19392812252044678","0.19392812252044678","0.19392812252044678"
"76246","381228","381228","381228","0.9288430213928223","0.9288430213928223","0.9288430213928223"
"76258","381288","381288","381288","0.5547340512275696","0.5547340512275696","0.5547340512275696"
"76264","381318","381318","381318","0.19706128537654877","0.19706128537654877","0.19706128537654877"
"76265","381323","381323","381323","0.7477436661720276","0.7477436661720276","0.7477436661720276"
"76274","381368","381368","381368","0.5735533833503723","0.5735533833503723","0.5735533833503723"
"76285","381423","381423","381423","0.6456266641616821","0.6456266641616821","0.6456266641616821"
"76289","381443","381443","381443","0.1600874662399292","0.1600874662399292","0.1600874662399292"
"76297","381483","381483","381483","1.2792189121246338","1.2792189121246338","1.2792189121246338"
"76298","381488","381488","381488","0.6659427881240845","0.6659427881240845","0.6659427881240845"
"76300","381498","381498","381498","0.5146105289459229","0.5146105289459229","0.5146105289459229"
"76337","381683","381683","381683","0.5847660303115845","0.5847660303115845","0.5847660303115845"
"76340","381698","381698","381698","0.5129722952842712","0.5129722952842712","0.5129722952842712"
"76350","381748","381748","381748","0.43867796659469604","0.43867796659469604","0.43867796659469604"
"76368","381838","381838","381838","1.141041874885559","1.141041874885559","1.141041874885559"
"76377","381883","381883","381883","0.6972572803497314","0.6972572803497314","0.6972572803497314"
"76396","381978","381978","381978","0.21437372267246246","0.21437372267246246","0.21437372267246246"
"76424","382118","382118","382118","0.3467596173286438","0.3467596173286438","0.3467596173286438"
"76440","382198","382198","382198","1.372349739074707","1.372349739074707","1.372349739074707"
"76457","382283","382283","382283","0.5864176750183105","0.5864176750183105","0.5864176750183105"
"76465","382323","382323","382323","0.5476133823394775","0.5476133823394775","0.5476133823394775"
"76468","382338","382338","382338","0.4100939631462097","0.4100939631462097","0.4100939631462097"
"76506","382528","382528","382528","0.44468116760253906","0.44468116760253906","0.44468116760253906"
"76519","382593","382593","382593","0.30073678493499756","0.30073678493499756","0.30073678493499756"
"76525","382623","382623","382623","0.7682448625564575","0.7682448625564575","0.7682448625564575"
"76529","382643","382643","382643","0.1006404310464859","0.1006404310464859","0.1006404310464859"
"76552","382758","382758","382758","1.026343822479248","1.026343822479248","1.026343822479248"
"76558","382788","382788","382788","0.8264216184616089","0.8264216184616089","0.8264216184616089"
"76578","382888","382888","382888","0.6814254522323608","0.6814254522323608","0.6814254522323608"
"76605","383023","383023","383023","0.269705206155777","0.269705206155777","0.269705206155777"
"76613","383063","383063","383063","0.4687262773513794","0.4687262773513794","0.4687262773513794"
"76617","383083","383083","383083","1.702637791633606","1.702637791633606","1.702637791633606"
"76629","383143","383143","383143","0.20845545828342438","0.20845545828342438","0.20845545828342438"
"76642","383208","383208","383208","0.5079656839370728","0.5079656839370728","0.5079656839370728"
"76649","383243","383243","383243","0.9873033761978149","0.9873033761978149","0.9873033761978149"
"76679","383393","383393","383393","0.7836940884590149","0.7836940884590149","0.7836940884590149"
"76693","383463","383463","383463","0.6795159578323364","0.6795159578323364","0.6795159578323364"
"76701","383503","383503","383503","0.16989552974700928","0.16989552974700928","0.16989552974700928"
"76705","383523","383523","383523","0.6715540289878845","0.6715540289878845","0.6715540289878845"
"76715","383573","383573","383573","2.1103906631469727","2.1103906631469727","2.1103906631469727"
"76728","383638","383638","383638","0.32962870597839355","0.32962870597839355","0.32962870597839355"
"76752","383758","383758","383758","0.471962571144104","0.471962571144104","0.471962571144104"
"76765","383823","383823","383823","0.11962410062551498","0.11962410062551498","0.11962410062551498"
"76806","384028","384028","384028","1.0041286945343018","1.0041286945343018","1.0041286945343018"
"76814","384068","384068","384068","0.7442712783813477","0.7442712783813477","0.7442712783813477"
"76825","384123","384123","384123","0.3572711944580078","0.3572711944580078","0.3572711944580078"
"76831","384153","384153","384153","0.6552298069000244","0.6552298069000244","0.6552298069000244"
"76853","384263","384263","384263","1.9039461612701416","1.9039461612701416","1.9039461612701416"
"76854","384268","384268","384268","0.2446386069059372","0.2446386069059372","0.2446386069059372"
"76859","384293","384293","384293","0.5150066614151001","0.5150066614151001","0.5150066614151001"
"76862","384308","384308","384308","1.385408639907837","1.385408639907837","1.385408639907837"
"76864","384318","384318","384318","0.7067029476165771","0.7067029476165771","0.7067029476165771"
"76870","384348","384348","384348","0.43635493516921997","0.43635493516921997","0.43635493516921997"
"76871","384353","384353","384353","0.552823543548584","0.552823543548584","0.552823543548584"
"76882","384408","384408","384408","0.9248757362365723","0.9248757362365723","0.9248757362365723"
"76888","384438","384438","384438","1.3580944538116455","1.3580944538116455","1.3580944538116455"
"76935","384673","384673","384673","1.2804028987884521","1.2804028987884521","1.2804028987884521"
"76944","384718","384718","384718","1.1008005142211914","1.1008005142211914","1.1008005142211914"
"76946","384728","384728","384728","0.47078025341033936","0.47078025341033936","0.47078025341033936"
"76955","384773","384773","384773","0.4823056757450104","0.4823056757450104","0.4823056757450104"
"76958","384788","384788","384788","0.12761375308036804","0.12761375308036804","0.12761375308036804"
"76963","384813","384813","384813","0.9535531997680664","0.9535531997680664","0.9535531997680664"
"76995","384973","384973","384973","0.8737494945526123","0.8737494945526123","0.8737494945526123"
"76997","384983","384983","384983","0.4564739167690277","0.4564739167690277","0.4564739167690277"
"77001","385003","385003","385003","1.0817607641220093","1.0817607641220093","1.0817607641220093"
"77003","385013","385013","385013","0.41906625032424927","0.41906625032424927","0.41906625032424927"
"77008","385038","385038","385038","0.10147443413734436","0.10147443413734436","0.10147443413734436"
"77012","385058","385058","385058","0.5617903470993042","0.5617903470993042","0.5617903470993042"
"77026","385128","385128","385128","0.2957238554954529","0.2957238554954529","0.2957238554954529"
"77032","385158","385158","385158","0.38853776454925537","0.38853776454925537","0.38853776454925537"
"77038","385188","385188","385188","0.5562726855278015","0.5562726855278015","0.5562726855278015"
"77061","385303","385303","385303","0.4251103401184082","0.4251103401184082","0.4251103401184082"
"77066","385328","385328","385328","1.1107239723205566","1.1107239723205566","1.1107239723205566"
"77067","385333","385333","385333","0.6708770990371704","0.6708770990371704","0.6708770990371704"
"77077","385383","385383","385383","0.22967243194580078","0.22967243194580078","0.22967243194580078"
"77080","385398","385398","385398","1.2938777208328247","1.2938777208328247","1.2938777208328247"
"77085","385423","385423","385423","0.4834040403366089","0.4834040403366089","0.4834040403366089"
"77086","385428","385428","385428","0.786616861820221","0.786616861820221","0.786616861820221"
"77101","385503","385503","385503","1.345205307006836","1.345205307006836","1.345205307006836"
"77102","385508","385508","385508","0.04946431145071983","0.04946431145071983","0.04946431145071983"
"77104","385518","385518","385518","0.640582263469696","0.640582263469696","0.640582263469696"
"77116","385578","385578","385578","1.08023202419281","1.08023202419281","1.08023202419281"
"77121","385603","385603","385603","0.30831485986709595","0.30831485986709595","0.30831485986709595"
"77134","385668","385668","385668","1.2782223224639893","1.2782223224639893","1.2782223224639893"
"77147","385733","385733","385733","1.0088467597961426","1.0088467597961426","1.0088467597961426"
"77185","385923","385923","385923","0.2786087691783905","0.2786087691783905","0.2786087691783905"
"77195","385973","385973","385973","1.4098045825958252","1.4098045825958252","1.4098045825958252"
"77205","386023","386023","386023","1.0429587364196777","1.0429587364196777","1.0429587364196777"
"77213","386063","386063","386063","0.6727777123451233","0.6727777123451233","0.6727777123451233"
"77229","386143","386143","386143","0.38515913486480713","0.38515913486480713","0.38515913486480713"
