"step","run-multi-task-debiasing-1-logit - _step","run-multi-task-debiasing-1-logit - _step__MIN","run-multi-task-debiasing-1-logit - _step__MAX","run-multi-task-debiasing-1-logit - MLM loss","run-multi-task-debiasing-1-logit - MLM loss__MIN","run-multi-task-debiasing-1-logit - MLM loss__MAX"
"59528","297639","297639","297639","1.8582993745803833","1.8582993745803833","1.8582993745803833"
"59537","297684","297684","297684","1.5030922889709473","1.5030922889709473","1.5030922889709473"
"59538","297689","297689","297689","2.504061460494995","2.504061460494995","2.504061460494995"
"59605","298024","298024","298024","1.5324711799621582","1.5324711799621582","1.5324711799621582"
"59609","298044","298044","298044","1.7964032888412476","1.7964032888412476","1.7964032888412476"
"59641","298204","298204","298204","1.833308458328247","1.833308458328247","1.833308458328247"
"59657","298284","298284","298284","1.787102222442627","1.787102222442627","1.787102222442627"
"59670","298349","298349","298349","1.9045593738555908","1.9045593738555908","1.9045593738555908"
"59708","298539","298539","298539","1.9883753061294556","1.9883753061294556","1.9883753061294556"
"59726","298629","298629","298629","1.5528725385665894","1.5528725385665894","1.5528725385665894"
"59755","298774","298774","298774","2.0397400856018066","2.0397400856018066","2.0397400856018066"
"59756","298779","298779","298779","1.6556299924850464","1.6556299924850464","1.6556299924850464"
"59761","298804","298804","298804","1.9385217428207397","1.9385217428207397","1.9385217428207397"
"59770","298849","298849","298849","1.8651336431503296","1.8651336431503296","1.8651336431503296"
"59790","298949","298949","298949","1.848091959953308","1.848091959953308","1.848091959953308"
"59791","298954","298954","298954","1.963714361190796","1.963714361190796","1.963714361190796"
"59795","298974","298974","298974","2.2122957706451416","2.2122957706451416","2.2122957706451416"
"59800","298999","298999","298999","1.546412467956543","1.546412467956543","1.546412467956543"
"59810","299049","299049","299049","1.9683233499526978","1.9683233499526978","1.9683233499526978"
"59821","299104","299104","299104","1.9224464893341064","1.9224464893341064","1.9224464893341064"
"59832","299159","299159","299159","1.3920921087265015","1.3920921087265015","1.3920921087265015"
"59834","299169","299169","299169","2.190033197402954","2.190033197402954","2.190033197402954"
"59839","299194","299194","299194","2.4094698429107666","2.4094698429107666","2.4094698429107666"
"59851","299254","299254","299254","2.135953426361084","2.135953426361084","2.135953426361084"
"59877","299384","299384","299384","1.5415266752243042","1.5415266752243042","1.5415266752243042"
"59879","299394","299394","299394","1.658414363861084","1.658414363861084","1.658414363861084"
"59882","299409","299409","299409","1.6803878545761108","1.6803878545761108","1.6803878545761108"
"59915","299574","299574","299574","2.108797311782837","2.108797311782837","2.108797311782837"
"59928","299639","299639","299639","1.624155044555664","1.624155044555664","1.624155044555664"
"59944","299719","299719","299719","1.677303671836853","1.677303671836853","1.677303671836853"
"59949","299744","299744","299744","2.4755916595458984","2.4755916595458984","2.4755916595458984"
"59952","299759","299759","299759","2.1487977504730225","2.1487977504730225","2.1487977504730225"
"59967","299834","299834","299834","2.0338051319122314","2.0338051319122314","2.0338051319122314"
"59995","299974","299974","299974","1.4979609251022339","1.4979609251022339","1.4979609251022339"
"60010","300049","300049","300049","1.8679875135421753","1.8679875135421753","1.8679875135421753"
"60024","300119","300119","300119","1.5299832820892334","1.5299832820892334","1.5299832820892334"
"60025","300124","300124","300124","2.161235809326172","2.161235809326172","2.161235809326172"
"60029","300144","300144","300144","1.4452359676361084","1.4452359676361084","1.4452359676361084"
"60037","300184","300184","300184","1.9849956035614014","1.9849956035614014","1.9849956035614014"
"60044","300219","300219","300219","1.5750024318695068","1.5750024318695068","1.5750024318695068"
"60047","300234","300234","300234","2.174908399581909","2.174908399581909","2.174908399581909"
"60100","300499","300499","300499","1.4027680158615112","1.4027680158615112","1.4027680158615112"
"60102","300509","300509","300509","1.4745980501174927","1.4745980501174927","1.4745980501174927"
"60105","300524","300524","300524","1.8572202920913696","1.8572202920913696","1.8572202920913696"
"60111","300554","300554","300554","1.9754739999771118","1.9754739999771118","1.9754739999771118"
"60117","300584","300584","300584","2.120310068130493","2.120310068130493","2.120310068130493"
"60136","300679","300679","300679","1.6566592454910278","1.6566592454910278","1.6566592454910278"
"60147","300734","300734","300734","1.8011448383331299","1.8011448383331299","1.8011448383331299"
"60167","300834","300834","300834","2.024007558822632","2.024007558822632","2.024007558822632"
"60176","300879","300879","300879","1.8761669397354126","1.8761669397354126","1.8761669397354126"
"60198","300989","300989","300989","1.8482145071029663","1.8482145071029663","1.8482145071029663"
"60204","301019","301019","301019","2.273932695388794","2.273932695388794","2.273932695388794"
"60260","301299","301299","301299","2.101311206817627","2.101311206817627","2.101311206817627"
"60295","301474","301474","301474","1.387381911277771","1.387381911277771","1.387381911277771"
"60296","301479","301479","301479","1.3680939674377441","1.3680939674377441","1.3680939674377441"
"60301","301504","301504","301504","1.8872135877609253","1.8872135877609253","1.8872135877609253"
"60311","301554","301554","301554","1.7617905139923096","1.7617905139923096","1.7617905139923096"
"60319","301594","301594","301594","1.2655726671218872","1.2655726671218872","1.2655726671218872"
"60329","301644","301644","301644","1.955660104751587","1.955660104751587","1.955660104751587"
"60332","301659","301659","301659","1.5159895420074463","1.5159895420074463","1.5159895420074463"
"60358","301789","301789","301789","2.147517681121826","2.147517681121826","2.147517681121826"
"60366","301829","301829","301829","1.6079210042953491","1.6079210042953491","1.6079210042953491"
"60370","301849","301849","301849","1.4672292470932007","1.4672292470932007","1.4672292470932007"
"60381","301904","301904","301904","1.647424340248108","1.647424340248108","1.647424340248108"
"60394","301969","301969","301969","1.605987310409546","1.605987310409546","1.605987310409546"
"60430","302149","302149","302149","1.2494635581970215","1.2494635581970215","1.2494635581970215"
"60447","302234","302234","302234","1.4631825685501099","1.4631825685501099","1.4631825685501099"
"60455","302274","302274","302274","1.8429635763168335","1.8429635763168335","1.8429635763168335"
"60468","302339","302339","302339","1.8966619968414307","1.8966619968414307","1.8966619968414307"
"60479","302394","302394","302394","2.082721710205078","2.082721710205078","2.082721710205078"
"60488","302439","302439","302439","1.2021902799606323","1.2021902799606323","1.2021902799606323"
"60494","302469","302469","302469","1.4712293148040771","1.4712293148040771","1.4712293148040771"
"60512","302559","302559","302559","1.792253017425537","1.792253017425537","1.792253017425537"
"60517","302584","302584","302584","1.8880016803741455","1.8880016803741455","1.8880016803741455"
"60518","302589","302589","302589","1.6090258359909058","1.6090258359909058","1.6090258359909058"
"60528","302639","302639","302639","2.243619203567505","2.243619203567505","2.243619203567505"
"60529","302644","302644","302644","2.296600341796875","2.296600341796875","2.296600341796875"
"60531","302654","302654","302654","2.198679208755493","2.198679208755493","2.198679208755493"
"60550","302749","302749","302749","2.1602065563201904","2.1602065563201904","2.1602065563201904"
"60561","302804","302804","302804","2.2877163887023926","2.2877163887023926","2.2877163887023926"
"60580","302899","302899","302899","1.6474472284317017","1.6474472284317017","1.6474472284317017"
"60591","302954","302954","302954","2.207622766494751","2.207622766494751","2.207622766494751"
"60606","303029","303029","303029","1.6312355995178223","1.6312355995178223","1.6312355995178223"
"60618","303089","303089","303089","2.280730962753296","2.280730962753296","2.280730962753296"
"60623","303114","303114","303114","1.5683261156082153","1.5683261156082153","1.5683261156082153"
"60624","303119","303119","303119","1.838411808013916","1.838411808013916","1.838411808013916"
"60639","303194","303194","303194","1.3531426191329956","1.3531426191329956","1.3531426191329956"
"60640","303199","303199","303199","1.5081287622451782","1.5081287622451782","1.5081287622451782"
"60656","303279","303279","303279","1.722828984260559","1.722828984260559","1.722828984260559"
"60662","303309","303309","303309","1.8189254999160767","1.8189254999160767","1.8189254999160767"
"60670","303349","303349","303349","1.9109834432601929","1.9109834432601929","1.9109834432601929"
"60677","303384","303384","303384","1.7340428829193115","1.7340428829193115","1.7340428829193115"
"60691","303454","303454","303454","1.7328777313232422","1.7328777313232422","1.7328777313232422"
"60697","303484","303484","303484","2.025851249694824","2.025851249694824","2.025851249694824"
"60709","303544","303544","303544","1.793129801750183","1.793129801750183","1.793129801750183"
"60719","303594","303594","303594","1.8898814916610718","1.8898814916610718","1.8898814916610718"
"60731","303654","303654","303654","1.2540172338485718","1.2540172338485718","1.2540172338485718"
"60748","303739","303739","303739","1.9340885877609253","1.9340885877609253","1.9340885877609253"
"60757","303784","303784","303784","1.97910737991333","1.97910737991333","1.97910737991333"
"60759","303794","303794","303794","1.756787657737732","1.756787657737732","1.756787657737732"
"60765","303824","303824","303824","1.676426649093628","1.676426649093628","1.676426649093628"
"60787","303934","303934","303934","1.5114672183990479","1.5114672183990479","1.5114672183990479"
"60790","303949","303949","303949","2.3666932582855225","2.3666932582855225","2.3666932582855225"
"60798","303989","303989","303989","2.365618944168091","2.365618944168091","2.365618944168091"
"60805","304024","304024","304024","1.7458257675170898","1.7458257675170898","1.7458257675170898"
"60815","304074","304074","304074","2.6797008514404297","2.6797008514404297","2.6797008514404297"
"60819","304094","304094","304094","1.7839380502700806","1.7839380502700806","1.7839380502700806"
"60841","304204","304204","304204","1.728677749633789","1.728677749633789","1.728677749633789"
"60846","304229","304229","304229","1.4891225099563599","1.4891225099563599","1.4891225099563599"
"60859","304294","304294","304294","1.4632481336593628","1.4632481336593628","1.4632481336593628"
"60863","304314","304314","304314","1.465305209159851","1.465305209159851","1.465305209159851"
"60876","304379","304379","304379","1.7156952619552612","1.7156952619552612","1.7156952619552612"
"60915","304574","304574","304574","1.7633605003356934","1.7633605003356934","1.7633605003356934"
"60932","304659","304659","304659","1.8784676790237427","1.8784676790237427","1.8784676790237427"
"60933","304664","304664","304664","1.7396254539489746","1.7396254539489746","1.7396254539489746"
"60938","304689","304689","304689","1.8808701038360596","1.8808701038360596","1.8808701038360596"
"60963","304814","304814","304814","1.8767987489700317","1.8767987489700317","1.8767987489700317"
"60966","304829","304829","304829","1.606552004814148","1.606552004814148","1.606552004814148"
"60969","304844","304844","304844","1.516627550125122","1.516627550125122","1.516627550125122"
"60990","304949","304949","304949","1.5950067043304443","1.5950067043304443","1.5950067043304443"
"61067","305334","305334","305334","2.043883800506592","2.043883800506592","2.043883800506592"
"61070","305349","305349","305349","1.6812618970870972","1.6812618970870972","1.6812618970870972"
"61075","305374","305374","305374","1.944991946220398","1.944991946220398","1.944991946220398"
"61081","305404","305404","305404","2.3570430278778076","2.3570430278778076","2.3570430278778076"
"61096","305479","305479","305479","2.2427544593811035","2.2427544593811035","2.2427544593811035"
"61116","305579","305579","305579","1.5156903266906738","1.5156903266906738","1.5156903266906738"
"61136","305679","305679","305679","1.8032479286193848","1.8032479286193848","1.8032479286193848"
"61145","305724","305724","305724","0.5915992856025696","0.5915992856025696","0.5915992856025696"
"61153","305764","305764","305764","2.1623823642730713","2.1623823642730713","2.1623823642730713"
"61157","305784","305784","305784","1.9353007078170776","1.9353007078170776","1.9353007078170776"
"61158","305789","305789","305789","2.273233652114868","2.273233652114868","2.273233652114868"
"61160","305799","305799","305799","1.8076344728469849","1.8076344728469849","1.8076344728469849"
"61164","305819","305819","305819","1.8103898763656616","1.8103898763656616","1.8103898763656616"
"61171","305854","305854","305854","2.3885343074798584","2.3885343074798584","2.3885343074798584"
"61186","305929","305929","305929","1.6676307916641235","1.6676307916641235","1.6676307916641235"
"61216","306079","306079","306079","2.3859708309173584","2.3859708309173584","2.3859708309173584"
"61228","306139","306139","306139","1.9630080461502075","1.9630080461502075","1.9630080461502075"
"61233","306164","306164","306164","2.1970558166503906","2.1970558166503906","2.1970558166503906"
"61253","306264","306264","306264","2.0201942920684814","2.0201942920684814","2.0201942920684814"
"61268","306339","306339","306339","2.4368693828582764","2.4368693828582764","2.4368693828582764"
"61287","306434","306434","306434","2.386387825012207","2.386387825012207","2.386387825012207"
"61303","306514","306514","306514","2.0097851753234863","2.0097851753234863","2.0097851753234863"
"61316","306579","306579","306579","1.9127843379974365","1.9127843379974365","1.9127843379974365"
"61318","306589","306589","306589","1.6268846988677979","1.6268846988677979","1.6268846988677979"
"61319","306594","306594","306594","1.629060983657837","1.629060983657837","1.629060983657837"
"61329","306644","306644","306644","1.7338231801986694","1.7338231801986694","1.7338231801986694"
"61353","306764","306764","306764","1.7519441843032837","1.7519441843032837","1.7519441843032837"
"61359","306794","306794","306794","2.326436996459961","2.326436996459961","2.326436996459961"
"61384","306919","306919","306919","1.8869476318359375","1.8869476318359375","1.8869476318359375"
"61397","306984","306984","306984","1.7635418176651","1.7635418176651","1.7635418176651"
"61398","306989","306989","306989","1.7487313747406006","1.7487313747406006","1.7487313747406006"
"61425","307124","307124","307124","2.233506202697754","2.233506202697754","2.233506202697754"
"61427","307134","307134","307134","2.057572603225708","2.057572603225708","2.057572603225708"
"61431","307154","307154","307154","1.8695740699768066","1.8695740699768066","1.8695740699768066"
"61440","307199","307199","307199","2.3283326625823975","2.3283326625823975","2.3283326625823975"
"61441","307204","307204","307204","2.0923807621002197","2.0923807621002197","2.0923807621002197"
"61452","307259","307259","307259","1.5283160209655762","1.5283160209655762","1.5283160209655762"
"61475","307374","307374","307374","1.5684278011322021","1.5684278011322021","1.5684278011322021"
"61489","307444","307444","307444","1.916088581085205","1.916088581085205","1.916088581085205"
"61490","307449","307449","307449","2.538821220397949","2.538821220397949","2.538821220397949"
"61491","307454","307454","307454","1.9760993719100952","1.9760993719100952","1.9760993719100952"
"61492","307459","307459","307459","1.7997610569000244","1.7997610569000244","1.7997610569000244"
"61518","307589","307589","307589","1.8623442649841309","1.8623442649841309","1.8623442649841309"
"61526","307629","307629","307629","1.7934242486953735","1.7934242486953735","1.7934242486953735"
"61539","307694","307694","307694","1.7464957237243652","1.7464957237243652","1.7464957237243652"
"61562","307809","307809","307809","1.7250685691833496","1.7250685691833496","1.7250685691833496"
"61585","307924","307924","307924","2.0476675033569336","2.0476675033569336","2.0476675033569336"
"61602","308009","308009","308009","1.7827448844909668","1.7827448844909668","1.7827448844909668"
"61616","308079","308079","308079","2.0330352783203125","2.0330352783203125","2.0330352783203125"
"61622","308109","308109","308109","1.7193514108657837","1.7193514108657837","1.7193514108657837"
"61627","308134","308134","308134","2.172456741333008","2.172456741333008","2.172456741333008"
"61630","308149","308149","308149","2.5975401401519775","2.5975401401519775","2.5975401401519775"
"61648","308239","308239","308239","2.0886807441711426","2.0886807441711426","2.0886807441711426"
"61650","308249","308249","308249","1.953153133392334","1.953153133392334","1.953153133392334"
"61659","308294","308294","308294","1.5657812356948853","1.5657812356948853","1.5657812356948853"
"61672","308359","308359","308359","1.8470749855041504","1.8470749855041504","1.8470749855041504"
"61681","308404","308404","308404","1.4607315063476562","1.4607315063476562","1.4607315063476562"
"61696","308479","308479","308479","2.1179068088531494","2.1179068088531494","2.1179068088531494"
"61705","308524","308524","308524","2.3412113189697266","2.3412113189697266","2.3412113189697266"
"61707","308534","308534","308534","1.3345810174942017","1.3345810174942017","1.3345810174942017"
"61732","308659","308659","308659","1.9755555391311646","1.9755555391311646","1.9755555391311646"
"61734","308669","308669","308669","1.7475779056549072","1.7475779056549072","1.7475779056549072"
"61740","308699","308699","308699","1.5618520975112915","1.5618520975112915","1.5618520975112915"
"61788","308939","308939","308939","2.132613182067871","2.132613182067871","2.132613182067871"
"61794","308969","308969","308969","1.3389445543289185","1.3389445543289185","1.3389445543289185"
"61830","309149","309149","309149","1.7294511795043945","1.7294511795043945","1.7294511795043945"
"61833","309164","309164","309164","2.068831205368042","2.068831205368042","2.068831205368042"
"61855","309274","309274","309274","1.9084712266921997","1.9084712266921997","1.9084712266921997"
"61871","309354","309354","309354","2.4680275917053223","2.4680275917053223","2.4680275917053223"
"61878","309389","309389","309389","1.6968932151794434","1.6968932151794434","1.6968932151794434"
"61888","309439","309439","309439","1.9895111322402954","1.9895111322402954","1.9895111322402954"
"61913","309564","309564","309564","1.9150437116622925","1.9150437116622925","1.9150437116622925"
"61927","309634","309634","309634","2.3815882205963135","2.3815882205963135","2.3815882205963135"
"61935","309674","309674","309674","2.263097047805786","2.263097047805786","2.263097047805786"
"61936","309679","309679","309679","1.351832389831543","1.351832389831543","1.351832389831543"
"61946","309729","309729","309729","2.080531358718872","2.080531358718872","2.080531358718872"
"61958","309789","309789","309789","1.9677364826202393","1.9677364826202393","1.9677364826202393"
"61965","309824","309824","309824","1.4996496438980103","1.4996496438980103","1.4996496438980103"
"61970","309849","309849","309849","1.8314356803894043","1.8314356803894043","1.8314356803894043"
"61980","309899","309899","309899","1.75992751121521","1.75992751121521","1.75992751121521"
"61991","309954","309954","309954","2.223965883255005","2.223965883255005","2.223965883255005"
"62012","310059","310059","310059","1.5926554203033447","1.5926554203033447","1.5926554203033447"
"62031","310154","310154","310154","1.678038239479065","1.678038239479065","1.678038239479065"
"62044","310219","310219","310219","2.1778342723846436","2.1778342723846436","2.1778342723846436"
"62052","310259","310259","310259","1.982065200805664","1.982065200805664","1.982065200805664"
"62053","310264","310264","310264","1.6613034009933472","1.6613034009933472","1.6613034009933472"
"62074","310369","310369","310369","2.3041555881500244","2.3041555881500244","2.3041555881500244"
"62143","310714","310714","310714","1.540759563446045","1.540759563446045","1.540759563446045"
"62147","310734","310734","310734","1.661049723625183","1.661049723625183","1.661049723625183"
"62166","310829","310829","310829","2.236550807952881","2.236550807952881","2.236550807952881"
"62206","311029","311029","311029","1.9814414978027344","1.9814414978027344","1.9814414978027344"
"62215","311074","311074","311074","1.8185840845108032","1.8185840845108032","1.8185840845108032"
"62225","311124","311124","311124","1.495110273361206","1.495110273361206","1.495110273361206"
"62238","311189","311189","311189","1.6810622215270996","1.6810622215270996","1.6810622215270996"
"62243","311214","311214","311214","1.9325648546218872","1.9325648546218872","1.9325648546218872"
"62253","311264","311264","311264","2.200568437576294","2.200568437576294","2.200568437576294"
"62256","311279","311279","311279","2.352529525756836","2.352529525756836","2.352529525756836"
"62266","311329","311329","311329","2.1734817028045654","2.1734817028045654","2.1734817028045654"
"62274","311369","311369","311369","2.148792266845703","2.148792266845703","2.148792266845703"
"62275","311374","311374","311374","2.0198137760162354","2.0198137760162354","2.0198137760162354"
"62294","311469","311469","311469","2.408867597579956","2.408867597579956","2.408867597579956"
"62335","311674","311674","311674","1.424439787864685","1.424439787864685","1.424439787864685"
"62343","311714","311714","311714","2.3035857677459717","2.3035857677459717","2.3035857677459717"
"62346","311729","311729","311729","2.600017786026001","2.600017786026001","2.600017786026001"
"62350","311749","311749","311749","1.7007899284362793","1.7007899284362793","1.7007899284362793"
"62383","311914","311914","311914","2.111264228820801","2.111264228820801","2.111264228820801"
"62403","312014","312014","312014","2.033931016921997","2.033931016921997","2.033931016921997"
"62410","312049","312049","312049","1.8566579818725586","1.8566579818725586","1.8566579818725586"
"62426","312129","312129","312129","1.8417935371398926","1.8417935371398926","1.8417935371398926"
"62430","312149","312149","312149","1.1993927955627441","1.1993927955627441","1.1993927955627441"
"62443","312214","312214","312214","2.0462229251861572","2.0462229251861572","2.0462229251861572"
"62446","312229","312229","312229","1.4819869995117188","1.4819869995117188","1.4819869995117188"
"62460","312299","312299","312299","1.9533798694610596","1.9533798694610596","1.9533798694610596"
"62485","312424","312424","312424","1.968702793121338","1.968702793121338","1.968702793121338"
"62495","312474","312474","312474","2.000175952911377","2.000175952911377","2.000175952911377"
"62496","312479","312479","312479","1.9520817995071411","1.9520817995071411","1.9520817995071411"
"62534","312669","312669","312669","2.089421033859253","2.089421033859253","2.089421033859253"
"62544","312719","312719","312719","1.926451325416565","1.926451325416565","1.926451325416565"
"62570","312849","312849","312849","2.264157772064209","2.264157772064209","2.264157772064209"
"62580","312899","312899","312899","2.087040424346924","2.087040424346924","2.087040424346924"
"62581","312904","312904","312904","1.7320948839187622","1.7320948839187622","1.7320948839187622"
"62587","312934","312934","312934","2.292677402496338","2.292677402496338","2.292677402496338"
"62621","313104","313104","313104","1.8033032417297363","1.8033032417297363","1.8033032417297363"
"62622","313109","313109","313109","1.9875047206878662","1.9875047206878662","1.9875047206878662"
"62640","313199","313199","313199","1.8607902526855469","1.8607902526855469","1.8607902526855469"
"62644","313219","313219","313219","2.1149678230285645","2.1149678230285645","2.1149678230285645"
"62666","313329","313329","313329","1.7355715036392212","1.7355715036392212","1.7355715036392212"
"62667","313334","313334","313334","2.0054943561553955","2.0054943561553955","2.0054943561553955"
"62672","313359","313359","313359","2.300992012023926","2.300992012023926","2.300992012023926"
"62684","313419","313419","313419","1.929417610168457","1.929417610168457","1.929417610168457"
"62688","313439","313439","313439","2.114962577819824","2.114962577819824","2.114962577819824"
"62705","313524","313524","313524","2.7439424991607666","2.7439424991607666","2.7439424991607666"
"62712","313559","313559","313559","2.0640997886657715","2.0640997886657715","2.0640997886657715"
"62735","313674","313674","313674","1.759535551071167","1.759535551071167","1.759535551071167"
"62776","313879","313879","313879","1.6234116554260254","1.6234116554260254","1.6234116554260254"
"62781","313904","313904","313904","1.7308349609375","1.7308349609375","1.7308349609375"
"62796","313979","313979","313979","2.1353468894958496","2.1353468894958496","2.1353468894958496"
"62813","314064","314064","314064","2.0604352951049805","2.0604352951049805","2.0604352951049805"
"62825","314124","314124","314124","1.7577805519104004","1.7577805519104004","1.7577805519104004"
"62826","314129","314129","314129","1.7867538928985596","1.7867538928985596","1.7867538928985596"
"62828","314139","314139","314139","2.0024170875549316","2.0024170875549316","2.0024170875549316"
"62829","314144","314144","314144","1.453385353088379","1.453385353088379","1.453385353088379"
"62848","314239","314239","314239","2.061448574066162","2.061448574066162","2.061448574066162"
"62888","314439","314439","314439","1.78159761428833","1.78159761428833","1.78159761428833"
"62909","314544","314544","314544","2.001075506210327","2.001075506210327","2.001075506210327"
"62927","314634","314634","314634","1.5113483667373657","1.5113483667373657","1.5113483667373657"
"62928","314639","314639","314639","2.087460994720459","2.087460994720459","2.087460994720459"
"62945","314724","314724","314724","1.830304741859436","1.830304741859436","1.830304741859436"
"62984","314919","314919","314919","1.2120319604873657","1.2120319604873657","1.2120319604873657"
"63007","315034","315034","315034","1.9205760955810547","1.9205760955810547","1.9205760955810547"
"63013","315064","315064","315064","2.295501470565796","2.295501470565796","2.295501470565796"
"63027","315134","315134","315134","1.6914384365081787","1.6914384365081787","1.6914384365081787"
"63035","315174","315174","315174","1.8368563652038574","1.8368563652038574","1.8368563652038574"
"63044","315219","315219","315219","2.150176525115967","2.150176525115967","2.150176525115967"
"63094","315469","315469","315469","2.0811707973480225","2.0811707973480225","2.0811707973480225"
"63117","315584","315584","315584","1.9101275205612183","1.9101275205612183","1.9101275205612183"
"63120","315599","315599","315599","1.78127121925354","1.78127121925354","1.78127121925354"
"63129","315644","315644","315644","1.8840436935424805","1.8840436935424805","1.8840436935424805"
"63134","315669","315669","315669","2.4085702896118164","2.4085702896118164","2.4085702896118164"
"63145","315724","315724","315724","1.4717447757720947","1.4717447757720947","1.4717447757720947"
"63160","315799","315799","315799","1.8446511030197144","1.8446511030197144","1.8446511030197144"
"63169","315844","315844","315844","2.284449577331543","2.284449577331543","2.284449577331543"
"63222","316109","316109","316109","1.7651445865631104","1.7651445865631104","1.7651445865631104"
"63223","316114","316114","316114","2.24440860748291","2.24440860748291","2.24440860748291"
"63230","316149","316149","316149","1.8917986154556274","1.8917986154556274","1.8917986154556274"
"63256","316279","316279","316279","2.1295669078826904","2.1295669078826904","2.1295669078826904"
"63267","316334","316334","316334","1.8912605047225952","1.8912605047225952","1.8912605047225952"
"63299","316494","316494","316494","1.9888291358947754","1.9888291358947754","1.9888291358947754"
"63303","316514","316514","316514","2.082366466522217","2.082366466522217","2.082366466522217"
"63328","316639","316639","316639","1.86073637008667","1.86073637008667","1.86073637008667"
"63337","316684","316684","316684","1.811555027961731","1.811555027961731","1.811555027961731"
"63338","316689","316689","316689","1.8591727018356323","1.8591727018356323","1.8591727018356323"
"63351","316754","316754","316754","2.049974203109741","2.049974203109741","2.049974203109741"
"63356","316779","316779","316779","1.7377806901931763","1.7377806901931763","1.7377806901931763"
"63363","316814","316814","316814","2.0617692470550537","2.0617692470550537","2.0617692470550537"
"63391","316954","316954","316954","1.4555703401565552","1.4555703401565552","1.4555703401565552"
"63406","317029","317029","317029","1.9495670795440674","1.9495670795440674","1.9495670795440674"
"63410","317049","317049","317049","1.8072621822357178","1.8072621822357178","1.8072621822357178"
"63417","317084","317084","317084","1.666817307472229","1.666817307472229","1.666817307472229"
"63432","317159","317159","317159","1.9712543487548828","1.9712543487548828","1.9712543487548828"
"63444","317219","317219","317219","2.13712477684021","2.13712477684021","2.13712477684021"
"63445","317224","317224","317224","1.73347008228302","1.73347008228302","1.73347008228302"
"63463","317314","317314","317314","1.535414218902588","1.535414218902588","1.535414218902588"
"63469","317344","317344","317344","2.3087821006774902","2.3087821006774902","2.3087821006774902"
"63472","317359","317359","317359","1.7537157535552979","1.7537157535552979","1.7537157535552979"
"63475","317374","317374","317374","1.9014317989349365","1.9014317989349365","1.9014317989349365"
"63477","317384","317384","317384","2.216303825378418","2.216303825378418","2.216303825378418"
"63488","317439","317439","317439","1.6370497941970825","1.6370497941970825","1.6370497941970825"
"63498","317489","317489","317489","2.1705360412597656","2.1705360412597656","2.1705360412597656"
"63501","317504","317504","317504","1.8122618198394775","1.8122618198394775","1.8122618198394775"
"63528","317639","317639","317639","2.008425712585449","2.008425712585449","2.008425712585449"
"63529","317644","317644","317644","1.4213283061981201","1.4213283061981201","1.4213283061981201"
"63586","317929","317929","317929","1.8585795164108276","1.8585795164108276","1.8585795164108276"
"63607","318034","318034","318034","1.783173680305481","1.783173680305481","1.783173680305481"
"63617","318084","318084","318084","1.996787190437317","1.996787190437317","1.996787190437317"
"63625","318124","318124","318124","1.4192533493041992","1.4192533493041992","1.4192533493041992"
"63634","318169","318169","318169","2.3222756385803223","2.3222756385803223","2.3222756385803223"
"63649","318244","318244","318244","1.6387158632278442","1.6387158632278442","1.6387158632278442"
"63652","318259","318259","318259","1.9601044654846191","1.9601044654846191","1.9601044654846191"
"63661","318304","318304","318304","2.2388362884521484","2.2388362884521484","2.2388362884521484"
"63667","318334","318334","318334","1.359986424446106","1.359986424446106","1.359986424446106"
"63684","318419","318419","318419","1.7542721033096313","1.7542721033096313","1.7542721033096313"
"63688","318439","318439","318439","2.2114593982696533","2.2114593982696533","2.2114593982696533"
"63694","318469","318469","318469","2.027700185775757","2.027700185775757","2.027700185775757"
"63699","318494","318494","318494","1.908355951309204","1.908355951309204","1.908355951309204"
"63704","318519","318519","318519","1.0039334297180176","1.0039334297180176","1.0039334297180176"
"63753","318764","318764","318764","1.7804841995239258","1.7804841995239258","1.7804841995239258"
"63760","318799","318799","318799","1.8250226974487305","1.8250226974487305","1.8250226974487305"
"63778","318889","318889","318889","1.7627897262573242","1.7627897262573242","1.7627897262573242"
"63786","318929","318929","318929","1.6595748662948608","1.6595748662948608","1.6595748662948608"
"63794","318969","318969","318969","1.7103281021118164","1.7103281021118164","1.7103281021118164"
"63795","318974","318974","318974","2.4021575450897217","2.4021575450897217","2.4021575450897217"
"63803","319014","319014","319014","1.9370965957641602","1.9370965957641602","1.9370965957641602"
"63811","319054","319054","319054","1.7691683769226074","1.7691683769226074","1.7691683769226074"
"63821","319104","319104","319104","1.553161859512329","1.553161859512329","1.553161859512329"
"63869","319344","319344","319344","2.06508731842041","2.06508731842041","2.06508731842041"
"63871","319354","319354","319354","1.985364556312561","1.985364556312561","1.985364556312561"
"63882","319409","319409","319409","2.2834415435791016","2.2834415435791016","2.2834415435791016"
"63895","319474","319474","319474","1.795470952987671","1.795470952987671","1.795470952987671"
"63903","319514","319514","319514","1.5099642276763916","1.5099642276763916","1.5099642276763916"
"63913","319564","319564","319564","1.6895875930786133","1.6895875930786133","1.6895875930786133"
"63916","319579","319579","319579","1.2221753597259521","1.2221753597259521","1.2221753597259521"
"63940","319699","319699","319699","2.3939239978790283","2.3939239978790283","2.3939239978790283"
"63948","319739","319739","319739","1.3515362739562988","1.3515362739562988","1.3515362739562988"
"63997","319984","319984","319984","2.5577006340026855","2.5577006340026855","2.5577006340026855"
"64023","320114","320114","320114","2.086437940597534","2.086437940597534","2.086437940597534"
